assembly	array	contig	start	end	span	n_18S	n_28S	strand	mixed_strand	left	right	contig_len	n_periods	period_median	period_min	period_max	n_identical
NA18508_hap2_hprc_r2_v1.0.1	NA18508#2#JBHIJH010000003.1:44637	NA18508#2#JBHIJH010000003.1	44637	181921	137284	4	4	+	0	contig_end	flank	105481849	3.0	44877.0	44161.0	46377.0	0.0
NA18508_hap2_hprc_r2_v1.0.1	NA18508#2#JBHIJH010000012.1:43270	NA18508#2#JBHIJH010000012.1	43270	299685	256415	6	5	+	0	contig_end	flank	97161525	5.0	44287.0	44242.0	77415.0	0.0
NA18508_hap2_hprc_r2_v1.0.1	NA18508#2#JBHIJH010000015.1:30542	NA18508#2#JBHIJH010000015.1	30542	438646	408104	10	10	+	0	contig_end	flank	7306249	9.0	45182.0	44243.0	45618.0	0.0
NA18508_hap2_hprc_r2_v1.0.1	NA18508#2#JBHIJH010000016.1:12407	NA18508#2#JBHIJH010000016.1	12407	57780	45373	2	1	+	0	contig_end	flank	2085381	1.0	43504.0	43504.0	43504.0	0.0
NA18508_hap2_hprc_r2_v1.0.1	NA18508#2#JBHIJH010000019.1:23597	NA18508#2#JBHIJH010000019.1	23597	469491	445894	11	10	+	0	contig_end	flank	7486626	10.0	44546.5	42898.0	45568.0	0.0
NA18508_hap2_hprc_r2_v1.0.1	NA18508#2#JBHIJH010000020.1:1932427	NA18508#2#JBHIJH010000020.1	1932427	1979475	47048	2	2	+	0	flank+DJ	contig_end	2023699	1.0	45179.0	45179.0	45179.0	0.0
NA18508_hap2_hprc_r2_v1.0.1	NA18508#2#JBHIJH010000021.1:3388125	NA18508#2#JBHIJH010000021.1	3388125	3389994	1869	1	1	+	0	flank+DJ	contig_end	3403984					
NA18508_hap2_hprc_r2_v1.0.1	NA18508#2#JBHIJH010000022.1:29460	NA18508#2#JBHIJH010000022.1	29460	555834	526374	13	13	+	0	contig_end	contig_end	568012	12.0	43513.5	43449.0	44147.0	0.0
NA18508_hap2_hprc_r2_v1.0.1	NA18508#2#JBHIJH010000024.1:31631	NA18508#2#JBHIJH010000024.1	31631	251415	219784	6	6	+	0	contig_end	contig_end	272576	5.0	44868.0	39714.0	44913.0	0.0
NA18508_hap2_hprc_r2_v1.0.1	NA18508#2#JBHIJH010000026.1:11747	NA18508#2#JBHIJH010000026.1	11747	234278	222531	6	5	+	0	contig_end	contig_end	237118	5.0	44096.0	44084.0	44201.0	0.0
NA18508_hap2_hprc_r2_v1.0.1	NA18508#2#JBHIJH010000034.1:42456	NA18508#2#JBHIJH010000034.1	42456	493315	450859	11	11	+	0	contig_end	contig_end	531868	10.0	44578.0	44257.0	46361.0	0.0
NA18508_hap2_hprc_r2_v1.0.1	NA18508#2#JBHIJH010000041.1:3474112	NA18508#2#JBHIJH010000041.1	3474112	3788569	314457	8	7	+	0	flank+DJ	flank	6801235	7.0	44852.0	44089.0	44968.0	0.0
NA18508_hap2_hprc_r2_v1.0.1	NA18508#2#JBHIJH010000042.1:4285464	NA18508#2#JBHIJH010000042.1	4285464	4287333	1869	1	1	+	0	flank+DJ	contig_end	4309568					
NA18508_hap2_hprc_r2_v1.0.1	NA18508#2#JBHIJH010000045.1:4158592	NA18508#2#JBHIJH010000045.1	4158592	4204743	46151	2	2	+	0	flank+DJ	contig_end	4226852	1.0	44282.0	44282.0	44282.0	0.0
NA18508_hap2_hprc_r2_v1.0.1	NA18508#2#JBHIJH010000046.1:3459182	NA18508#2#JBHIJH010000046.1	3459182	3678572	219390	6	6	+	0	flank+DJ	contig_end	3692977	5.0	43504.0	43499.0	43509.0	0.0
NA18508_hap2_hprc_r2_v1.0.1	NA18508#2#JBHIJH010000047.1:2840940	NA18508#2#JBHIJH010000047.1	2840940	2842809	1869	1	1	+	0	flank+DJ	contig_end	2852862					
NA18508_hap2_hprc_r2_v1.0.1	NA18508#2#JBHIJH010000051.1:19505	NA18508#2#JBHIJH010000051.1	19505	471309	451804	11	11	+	0	contig_end	contig_end	494674	10.0	44887.5	44750.0	46226.0	0.0
NA18508_hap2_hprc_r2_v1.0.1	NA18508#2#JBHIJH010000052.1:4164318	NA18508#2#JBHIJH010000052.1	4164318	4424423	260105	6	6	+	0	flank+DJ	contig_end	4450481	5.0	44906.0	44369.0	66178.0	0.0
NA18508_hap2_hprc_r2_v1.0.1	NA18508#2#JBHIJH010000053.1:9984	NA18508#2#JBHIJH010000053.1	9984	56125	46141	2	2	+	0	contig_end	contig_end	78238	1.0	44272.0	44272.0	44272.0	0.0
NA18508_hap2_hprc_r2_v1.0.1	NA18508#2#JBHIJH010000054.1:38068	NA18508#2#JBHIJH010000054.1	38068	84201	46133	2	1	+	0	contig_end	contig_end	88543	1.0	44264.0	44264.0	44264.0	0.0
NA18508_hap2_hprc_r2_v1.0.1	NA18508#2#JBHIJH010000056.1:26513	NA18508#2#JBHIJH010000056.1	26513	72604	46091	2	2	+	0	contig_end	contig_end	90839	1.0	44222.0	44222.0	44222.0	0.0
