assembly	array	contig	start	end	span	n_18S	n_28S	strand	mixed_strand	left	right	contig_len	n_periods	period_median	period_min	period_max	n_identical
HG02258_pat_hprc_r2_v1.0.1	HG02258#1#JBHDUY010000005.1:2318	HG02258#1#JBHDUY010000005.1	2318	363602	361284	9	8	+	0	contig_end	flank	12597050	8.0	44971.5	44742.0	44984.0	0.0
HG02258_pat_hprc_r2_v1.0.1	HG02258#1#JBHDUY010000007.1:19096	HG02258#1#JBHDUY010000007.1	19096	528840	509744	12	13	+	0	contig_end	flank	43167786	11.0	44235.0	44186.0	64270.0	0.0
HG02258_pat_hprc_r2_v1.0.1	HG02258#1#JBHDUY010000012.1:32667	HG02258#1#JBHDUY010000012.1	32667	77973	45306	2	2	+	0	contig_end	flank	98166087	1.0	43437.0	43437.0	43437.0	0.0
HG02258_pat_hprc_r2_v1.0.1	HG02258#1#JBHDUY010000014.1:30622	HG02258#1#JBHDUY010000014.1	30622	836476	805854	19	19	+	0	contig_end	flank	91552438	18.0	44826.0	44105.0	44990.0	0.0
HG02258_pat_hprc_r2_v1.0.1	HG02258#1#JBHDUY010000022.1:23399	HG02258#1#JBHDUY010000022.1	23399	106117	82718	3	3	+	0	contig_end	contig_end	131789	2.0	40424.5	40424.0	40425.0	0.0
HG02258_pat_hprc_r2_v1.0.1	HG02258#1#JBHDUY010000029.1:21410	HG02258#1#JBHDUY010000029.1	21410	23279	1869	1	1	+	0	contig_end	contig_end	51530					
HG02258_pat_hprc_r2_v1.0.1	HG02258#1#JBHDUY010000042.1:3407837	HG02258#1#JBHDUY010000042.1	3407837	3454687	46850	2	2	+	0	flank+DJ	contig_end	3465835	1.0	44981.0	44981.0	44981.0	0.0
HG02258_pat_hprc_r2_v1.0.1	HG02258#1#JBHDUY010000044.1:41833	HG02258#1#JBHDUY010000044.1	41833	133652	91819	3	2	+	0	contig_end	contig_end	134926	2.0	44975.0	44970.0	44980.0	0.0
HG02258_pat_hprc_r2_v1.0.1	HG02258#1#JBHDUY010000048.1:2324833	HG02258#1#JBHDUY010000048.1	2324833	2992972	668139	16	15	+	0	flank+DJ	flank	7359893	15.0	44190.0	43423.0	44918.0	0.0
HG02258_pat_hprc_r2_v1.0.1	HG02258#1#JBHDUY010000050.1:6475433	HG02258#1#JBHDUY010000050.1	6475433	6521536	46103	2	2	+	0	flank+DJ	contig_end	6542168	1.0	44234.0	44234.0	44234.0	0.0
HG02258_pat_hprc_r2_v1.0.1	HG02258#1#JBHDUY010000051.1:3499909	HG02258#1#JBHDUY010000051.1	3499909	3501778	1869	1	1	+	0	flank+DJ	contig_end	3527402					
HG02258_pat_hprc_r2_v1.0.1	HG02258#1#JBHDUY010000055.1:3008748	HG02258#1#JBHDUY010000055.1	3008748	3277327	268579	7	7	+	0	flank+DJ	contig_end	3288247	6.0	44251.5	44242.0	44867.0	0.0
HG02258_pat_hprc_r2_v1.0.1	HG02258#1#JBHDUY010000062.1:22124	HG02258#1#JBHDUY010000062.1	22124	427630	405506	10	9	+	0	contig_end	contig_end	429047	9.0	44855.0	44787.0	44866.0	0.0
HG02258_pat_hprc_r2_v1.0.1	HG02258#1#JBHDUY010000063.1:21163	HG02258#1#JBHDUY010000063.1	21163	111497	90334	3	3	+	0	contig_end	contig_end	127068	2.0	44232.5	44224.0	44241.0	0.0
HG02258_pat_hprc_r2_v1.0.1	HG02258#1#JBHDUY010000065.1:30649	HG02258#1#JBHDUY010000065.1	30649	32518	1869	1	1	+	0	contig_end	contig_end	65556					
HG02258_pat_hprc_r2_v1.0.1	HG02258#1#JBHDUY010000071.1:1028	HG02258#1#JBHDUY010000071.1	1028	43346	42318	2	1	+	0	contig_end	contig_end	50134	1.0	40449.0	40449.0	40449.0	0.0
HG02258_pat_hprc_r2_v1.0.1	HG02258#1#JBHDUY010000072.1:14009	HG02258#1#JBHDUY010000072.1	14009	56300	42291	2	2	+	0	contig_end	contig_end	88893	1.0	40422.0	40422.0	40422.0	0.0
