assembly	array	contig	start	end	span	n_18S	n_28S	strand	mixed_strand	left	right	contig_len	n_periods	period_median	period_min	period_max	n_identical
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000013.1:16207	HG04184#1#JBHDSH010000013.1	16207	381994	365787	9	8	+	0	contig_end	flank	91426700	8.0	45664.5	44375.0	46128.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000014.1:27789	HG04184#1#JBHDSH010000014.1	27789	29658	1869	1	1	+	0	contig_end	contig_end	70227					
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000015.1:20056	HG04184#1#JBHDSH010000015.1	20056	67379	47323	2	2	+	0	contig_end	flank	99228880	1.0	45454.0	45454.0	45454.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000020.1:144	HG04184#1#JBHDSH010000020.1	144	398804	398660	10	10	+	0	contig_end	contig_end	439418	9.0	44318.0	42742.0	46189.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000022.1:38198	HG04184#1#JBHDSH010000022.1	38198	173432	135234	4	4	+	0	contig_end	contig_end	193633	3.0	44203.0	44198.0	44964.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000023.1:40445	HG04184#1#JBHDSH010000023.1	40445	177913	137468	4	4	+	0	contig_end	contig_end	188235	3.0	45320.0	44833.0	45446.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000025.1:26264	HG04184#1#JBHDSH010000025.1	26264	73565	47301	2	1	+	0	contig_end	contig_end	76353	1.0	45432.0	45432.0	45432.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000026.1:22505	HG04184#1#JBHDSH010000026.1	22505	115749	93244	3	3	+	0	contig_end	contig_end	137047	2.0	45687.5	45287.0	46088.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000027.1:1325	HG04184#1#JBHDSH010000027.1	1325	92843	91518	3	3	+	0	contig_end	contig_end	111876	2.0	44824.5	44820.0	44829.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000028.1:22083	HG04184#1#JBHDSH010000028.1	22083	110645	88562	3	3	+	0	contig_end	contig_end	148237	2.0	43346.5	41862.0	44831.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000030.1:22201	HG04184#1#JBHDSH010000030.1	22201	69053	46852	2	2	+	0	contig_end	contig_end	95484	1.0	44983.0	44983.0	44983.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000032.1:27179	HG04184#1#JBHDSH010000032.1	27179	29048	1869	1	1	+	0	contig_end	contig_end	54595					
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000033.1:44302	HG04184#1#JBHDSH010000033.1	44302	87426	43124	2	2	+	0	contig_end	contig_end	116786	1.0	41255.0	41255.0	41255.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000034.1:24977	HG04184#1#JBHDSH010000034.1	24977	116008	91031	3	3	+	0	contig_end	contig_end	142184	2.0	44581.0	44205.0	44957.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000035.1:6638	HG04184#1#JBHDSH010000035.1	6638	53954	47316	2	2	+	0	contig_end	contig_end	96887	1.0	45447.0	45447.0	45447.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000036.1:15961	HG04184#1#JBHDSH010000036.1	15961	63277	47316	2	1	+	0	contig_end	contig_end	70354	1.0	45447.0	45447.0	45447.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000037.1:29346	HG04184#1#JBHDSH010000037.1	29346	31215	1869	1	1	+	0	contig_end	contig_end	67631					
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000038.1:11130	HG04184#1#JBHDSH010000038.1	11130	102784	91654	3	3	+	0	contig_end	contig_end	113596	2.0	44892.5	44335.0	45450.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000040.1:12513	HG04184#1#JBHDSH010000040.1	12513	104214	91701	3	3	+	0	contig_end	contig_end	116394	2.0	44916.0	44380.0	45452.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000041.1:23424	HG04184#1#JBHDSH010000041.1	23424	25293	1869	1	1	+	0	contig_end	contig_end	53693					
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000046.1:7414	HG04184#1#JBHDSH010000046.1	7414	143916	136502	4	3	+	0	contig_end	flank	48740568	3.0	44846.0	44845.0	44942.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000053.1:24080	HG04184#1#JBHDSH010000053.1	24080	205447	181367	5	5	+	0	contig_end	flank	41099262	4.0	44173.5	44094.0	47057.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000060.1:739637	HG04184#1#JBHDSH010000060.1	739637	741506	1869	1	1	+	0	flank+DJ	contig_end	748964					
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000062.1:5376729	HG04184#1#JBHDSH010000062.1	5376729	5378598	1869	1	1	+	0	flank+DJ	contig_end	5397024					
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000063.1:4188126	HG04184#1#JBHDSH010000063.1	4188126	4189995	1869	1	1	+	0	flank+DJ	contig_end	4200629					
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000064.1:3257402	HG04184#1#JBHDSH010000064.1	3257402	3395378	137976	4	4	+	0	flank+DJ	contig_end	3438085	3.0	45991.0	44125.0	45991.0	2.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000074.1:650878	HG04184#1#JBHDSH010000074.1	650878	761758	110880	4	4	+	0	flank+DJ	contig_end	790439	3.0	44402.0	19649.0	44960.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000075.1:24065	HG04184#1#JBHDSH010000075.1	24065	25934	1869	1	1	+	0	contig_end	contig_end	55760					
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000076.1:16340	HG04184#1#JBHDSH010000076.1	16340	63143	46803	2	1	+	0	contig_end	contig_end	64446	1.0	44934.0	44934.0	44934.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000077.1:46184	HG04184#1#JBHDSH010000077.1	46184	48053	1869	1	1	+	0	contig_end	contig_end	86848					
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000078.1:24126	HG04184#1#JBHDSH010000078.1	24126	25995	1869	1	1	+	0	contig_end	contig_end	54488					
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000079.1:6389	HG04184#1#JBHDSH010000079.1	6389	49525	43136	2	2	+	0	contig_end	contig_end	57847	1.0	41267.0	41267.0	41267.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000080.1:13842	HG04184#1#JBHDSH010000080.1	13842	101563	87721	3	3	+	0	contig_end	contig_end	129954	2.0	42926.0	42923.0	42929.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000081.1:1365	HG04184#1#JBHDSH010000081.1	1365	138468	137103	4	3	+	0	contig_end	contig_end	138494	3.0	44828.0	44815.0	45591.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000084.1:20929	HG04184#1#JBHDSH010000084.1	20929	335763	314834	8	7	+	0	contig_end	flank	1586287	7.0	44901.0	43468.0	44945.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000085.1:27700	HG04184#1#JBHDSH010000085.1	27700	73819	46119	2	2	+	0	contig_end	contig_end	112579	1.0	44250.0	44250.0	44250.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000086.1:18288	HG04184#1#JBHDSH010000086.1	18288	20157	1869	1	1	+	0	contig_end	contig_end	56590					
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000088.1:4661	HG04184#1#JBHDSH010000088.1	4661	50739	46078	2	2	+	0	contig_end	contig_end	85903	1.0	44209.0	44209.0	44209.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000091.1:11565	HG04184#1#JBHDSH010000091.1	11565	94394	82829	3	2	+	0	contig_end	contig_end	97109	2.0	40480.0	39696.0	41264.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000093.1:5041	HG04184#1#JBHDSH010000093.1	5041	96814	91773	3	3	+	0	contig_end	contig_end	123296	2.0	44952.0	44928.0	44976.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000094.1:24899	HG04184#1#JBHDSH010000094.1	24899	26768	1869	1	1	+	0	contig_end	contig_end	64669					
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000096.1:27343	HG04184#1#JBHDSH010000096.1	27343	118883	91540	3	3	+	0	contig_end	contig_end	130236	2.0	44835.5	44244.0	45427.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000098.1:40783	HG04184#1#JBHDSH010000098.1	40783	42652	1869	1	1	+	0	contig_end	contig_end	81910					
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000099.1:22602	HG04184#1#JBHDSH010000099.1	22602	24471	1869	1	1	+	0	contig_end	contig_end	55916					
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000100.1:0	HG04184#1#JBHDSH010000100.1	0	44736	44736	2	2	+	0	contig_end	contig_end	60364	1.0	42867.0	42867.0	42867.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000101.1:20609	HG04184#1#JBHDSH010000101.1	20609	66875	46266	2	2	+	0	contig_end	contig_end	77592	1.0	44397.0	44397.0	44397.0	0.0
HG04184_pat_hprc_r2_v1.0.1	HG04184#1#JBHDSH010000102.1:28617	HG04184#1#JBHDSH010000102.1	28617	30486	1869	1	1	+	0	contig_end	contig_end	64069					
