assembly	array	contig	start	end	span	n_18S	n_28S	strand	mixed_strand	left	right	contig_len	n_periods	period_median	period_min	period_max	n_identical
HG00290_hap1_hprc_r2_v1.0.1	HG00290#1#JBHIKK010000001.1:19453	HG00290#1#JBHIKK010000001.1	19453	378843	359390	9	8	+	0	contig_end	flank	98517511	8.0	44909.5	43422.0	45293.0	0.0
HG00290_hap1_hprc_r2_v1.0.1	HG00290#1#JBHIKK010000002.1:34631	HG00290#1#JBHIKK010000002.1	34631	659310	624679	16	14	+	0	contig_end	flank	105717527	15.0	43423.0	14119.0	44146.0	0.0
HG00290_hap1_hprc_r2_v1.0.1	HG00290#1#JBHIKK010000008.1:14276	HG00290#1#JBHIKK010000008.1	14276	105485	91209	3	3	+	0	contig_end	gap	40504860	2.0	44670.0	44390.0	44950.0	0.0
HG00290_hap1_hprc_r2_v1.0.1	HG00290#1#JBHIKK010000008.1:378062	HG00290#1#JBHIKK010000008.1	378062	514054	135992	4	3	+	0	gap	flank	40504860	3.0	44928.0	44248.0	44947.0	0.0
HG00290_hap1_hprc_r2_v1.0.1	HG00290#1#JBHIKK010000015.1:48589	HG00290#1#JBHIKK010000015.1	48589	222086	173497	5	4	+	0	contig_end	flank	44713572	4.0	40859.0	40823.0	49087.0	0.0
HG00290_hap1_hprc_r2_v1.0.1	HG00290#1#JBHIKK010000017.1:42478	HG00290#1#JBHIKK010000017.1	42478	398730	356252	9	8	+	0	contig_end	contig_end	398730	8.0	44309.0	44231.0	44320.0	0.0
HG00290_hap1_hprc_r2_v1.0.1	HG00290#1#JBHIKK010000019.1:3057513	HG00290#1#JBHIKK010000019.1	3057513	3059382	1869	1	1	+	0	flank+DJ	contig_end	3101545					
HG00290_hap1_hprc_r2_v1.0.1	HG00290#1#JBHIKK010000020.1:3554	HG00290#1#JBHIKK010000020.1	3554	309856	306302	8	8	+	0	contig_end	contig_end	319428	7.0	43436.0	43153.0	44109.0	0.0
HG00290_hap1_hprc_r2_v1.0.1	HG00290#1#JBHIKK010000022.1:42545	HG00290#1#JBHIKK010000022.1	42545	174403	131858	4	4	+	0	contig_end	contig_end	193849	3.0	43398.0	43191.0	43400.0	0.0
HG00290_hap1_hprc_r2_v1.0.1	HG00290#1#JBHIKK010000023.1:12250	HG00290#1#JBHIKK010000023.1	12250	58267	46017	2	1	+	0	contig_end	contig_end	62644	1.0	44148.0	44148.0	44148.0	0.0
HG00290_hap1_hprc_r2_v1.0.1	HG00290#1#JBHIKK010000024.1:17691	HG00290#1#JBHIKK010000024.1	17691	108882	91191	3	3	+	0	contig_end	contig_end	120951	2.0	44661.0	44159.0	45163.0	0.0
HG00290_hap1_hprc_r2_v1.0.1	HG00290#1#JBHIKK010000025.1:18629	HG00290#1#JBHIKK010000025.1	18629	153494	134865	4	4	+	0	contig_end	contig_end	189481	3.0	44332.0	44327.0	44337.0	0.0
HG00290_hap1_hprc_r2_v1.0.1	HG00290#1#JBHIKK010000026.1:35372	HG00290#1#JBHIKK010000026.1	35372	332250	296878	8	8	+	0	contig_end	contig_end	348026	7.0	44251.0	27634.0	46435.0	0.0
HG00290_hap1_hprc_r2_v1.0.1	HG00290#1#JBHIKK010000027.1:10195	HG00290#1#JBHIKK010000027.1	10195	138424	128229	4	4	+	0	contig_end	contig_end	169882	3.0	41454.0	41441.0	43465.0	0.0
HG00290_hap1_hprc_r2_v1.0.1	HG00290#1#JBHIKK010000028.1:27603	HG00290#1#JBHIKK010000028.1	27603	29472	1869	1	1	+	0	contig_end	contig_end	65208					
HG00290_hap1_hprc_r2_v1.0.1	HG00290#1#JBHIKK010000031.1:6740	HG00290#1#JBHIKK010000031.1	6740	52003	45263	2	1	+	0	contig_end	contig_end	52017	1.0	43394.0	43394.0	43394.0	0.0
HG00290_hap1_hprc_r2_v1.0.1	HG00290#1#JBHIKK010000032.1:24174	HG00290#1#JBHIKK010000032.1	24174	70996	46822	2	1	+	0	contig_end	contig_end	77118	1.0	44953.0	44953.0	44953.0	0.0
HG00290_hap1_hprc_r2_v1.0.1	HG00290#1#JBHIKK010000034.1:12331	HG00290#1#JBHIKK010000034.1	12331	104065	91734	3	2	+	0	contig_end	contig_end	109715	2.0	44932.5	44921.0	44944.0	0.0
HG00290_hap1_hprc_r2_v1.0.1	HG00290#1#JBHIKK010000035.1:32950	HG00290#1#JBHIKK010000035.1	32950	34819	1869	1	1	+	0	contig_end	contig_end	60539					
HG00290_hap1_hprc_r2_v1.0.1	HG00290#1#JBHIKK010000036.1:34428	HG00290#1#JBHIKK010000036.1	34428	79726	45298	2	2	+	0	contig_end	contig_end	88386	1.0	43429.0	43429.0	43429.0	0.0
HG00290_hap1_hprc_r2_v1.0.1	HG00290#1#JBHIKK010000038.1:15526	HG00290#1#JBHIKK010000038.1	15526	99085	83559	3	2	+	0	contig_end	contig_end	105904	2.0	40845.0	40825.0	40865.0	0.0
