assembly	array	contig	start	end	span	n_18S	n_28S	strand	mixed_strand	left	right	contig_len	n_periods	period_median	period_min	period_max	n_identical
NA20129_pat_hprc_r2_v1.0.1	NA20129#1#CM092139.1:3406315	NA20129#1#CM092139.1	3406315	3642182	235867	6	6	+	0	flank+DJ	flank	98381797	5.0	47098.0	45628.0	47107.0	2.0
NA20129_pat_hprc_r2_v1.0.1	NA20129#1#JAHEPE020000009.1:1480440	NA20129#1#JAHEPE020000009.1	1480440	1615813	135373	4	4	+	0	flank+DJ	flank	42927431	3.0	44136.0	44037.0	45331.0	0.0
NA20129_pat_hprc_r2_v1.0.1	NA20129#1#JAHEPE020000014.1:14091	NA20129#1#JAHEPE020000014.1	14091	187781	173690	5	5	+	0	contig_end	flank	1885673	4.0	44042.5	39651.0	44085.0	0.0
NA20129_pat_hprc_r2_v1.0.1	NA20129#1#JAHEPE020000023.1:3965415	NA20129#1#JAHEPE020000023.1	3965415	4367934	402519	10	10	+	0	flank+DJ	flank	6688528	9.0	44697.0	43963.0	45031.0	0.0
NA20129_pat_hprc_r2_v1.0.1	NA20129#1#JAHEPE020000041.1:43560	NA20129#1#JAHEPE020000041.1	43560	90217	46657	2	2	+	0	contig_end	contig_end	106584	1.0	44788.0	44788.0	44788.0	0.0
NA20129_pat_hprc_r2_v1.0.1	NA20129#1#JAHEPE020000043.1:29266	NA20129#1#JAHEPE020000043.1	29266	122342	93076	3	3	+	0	contig_end	contig_end	136813	2.0	45603.5	45601.0	45606.0	0.0
NA20129_pat_hprc_r2_v1.0.1	NA20129#1#JAHEPE020000054.1:1565661	NA20129#1#JAHEPE020000054.1	1565661	1611658	45997	2	1	+	0	flank+DJ	flank	49887509	1.0	44128.0	44128.0	44128.0	0.0
NA20129_pat_hprc_r2_v1.0.1	NA20129#1#JAHEPE020000058.1:3750279	NA20129#1#JAHEPE020000058.1	3750279	3923333	173054	5	4	+	0	flank+DJ	contig_end	3942033	4.0	44233.0	38478.0	44241.0	0.0
NA20129_pat_hprc_r2_v1.0.1	NA20129#1#JAHEPE020000067.1:31707	NA20129#1#JAHEPE020000067.1	31707	605977	574270	14	14	+	0	contig_end	contig_end	618008	13.0	43911.0	43458.0	45549.0	0.0
NA20129_pat_hprc_r2_v1.0.1	NA20129#1#JAHEPE020000068.1:32581	NA20129#1#JAHEPE020000068.1	32581	192525	159944	5	4	+	0	contig_end	contig_end	200320	4.0	44226.0	24708.0	44915.0	0.0
NA20129_pat_hprc_r2_v1.0.1	NA20129#1#JAHEPE020000071.1:21084	NA20129#1#JAHEPE020000071.1	21084	67878	46794	2	1	+	0	contig_end	contig_end	71039	1.0	44925.0	44925.0	44925.0	0.0
NA20129_pat_hprc_r2_v1.0.1	NA20129#1#JAHEPE020000077.1:34978	NA20129#1#JAHEPE020000077.1	34978	123839	88861	3	3	+	0	contig_end	contig_end	134862	2.0	43496.0	43493.0	43499.0	0.0
NA20129_pat_hprc_r2_v1.0.1	NA20129#1#JAHEPE020000079.1:14455	NA20129#1#JAHEPE020000079.1	14455	105415	90960	3	2	+	0	contig_end	contig_end	109172	2.0	44545.5	44104.0	44987.0	0.0
NA20129_pat_hprc_r2_v1.0.1	NA20129#1#JAHEPE020000086.1:20929	NA20129#1#JAHEPE020000086.1	20929	22798	1869	1	1	+	0	contig_end	contig_end	52989					
