assembly	array	contig	start	end	span	n_18S	n_28S	strand	mixed_strand	left	right	contig_len	n_periods	period_median	period_min	period_max	n_identical
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000010.1:17344	NA21309#2#JAHEPB020000010.1	17344	563943	546599	13	12	+	0	contig_end	flank	97398880	12.0	45672.0	43392.0	46110.0	0.0
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000013.1:21379	NA21309#2#JAHEPB020000013.1	21379	383094	361715	9	9	+	0	contig_end	gap	97805886	8.0	44957.0	44949.0	45031.0	0.0
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000013.1:2314613	NA21309#2#JAHEPB020000013.1	2314613	2361457	46844	2	1	+	0	gap	flank	97805886	1.0	44975.0	44975.0	44975.0	0.0
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000018.1:15428	NA21309#2#JAHEPB020000018.1	15428	62098	46670	2	1	+	0	contig_end	flank	6753046	1.0	44804.0	44804.0	44804.0	0.0
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000019.1:15917	NA21309#2#JAHEPB020000019.1	15917	17786	1869	1	1	+	0	contig_end	contig_end	61059					
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000020.1:13178	NA21309#2#JAHEPB020000020.1	13178	149793	136615	4	4	+	0	contig_end	contig_end	164991	3.0	44919.0	44897.0	44930.0	0.0
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000021.1:44308	NA21309#2#JAHEPB020000021.1	44308	225817	181509	5	5	+	0	contig_end	flank	1411898	4.0	44912.0	44859.0	44957.0	0.0
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000024.1:15054	NA21309#2#JAHEPB020000024.1	15054	107820	92766	3	3	+	0	contig_end	contig_end	130480	2.0	45448.5	44827.0	46070.0	0.0
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000025.1:34808	NA21309#2#JAHEPB020000025.1	34808	220880	186072	5	5	+	0	contig_end	contig_end	237835	4.0	46075.5	45969.0	46083.0	0.0
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000031.1:38332	NA21309#2#JAHEPB020000031.1	38332	215582	177250	5	5	+	0	contig_end	contig_end	240228	4.0	43847.0	43834.0	43853.0	0.0
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000032.1:41679	NA21309#2#JAHEPB020000032.1	41679	43548	1869	1	1	+	0	contig_end	contig_end	56995					
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000034.1:21034	NA21309#2#JAHEPB020000034.1	21034	67876	46842	2	2	+	0	contig_end	contig_end	78922	1.0	44973.0	44973.0	44973.0	0.0
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000035.1:37196	NA21309#2#JAHEPB020000035.1	37196	39065	1869	1	1	+	0	contig_end	contig_end	67055					
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000036.1:28265	NA21309#2#JAHEPB020000036.1	28265	30134	1869	1	1	+	0	contig_end	contig_end	65199					
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000044.1:40688	NA21309#2#JAHEPB020000044.1	40688	42557	1869	1	1	+	0	contig_end	flank	40243877					
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000055.1:3142134	NA21309#2#JAHEPB020000055.1	3142134	3188941	46807	2	2	+	0	flank+DJ	contig_end	3198571	1.0	44938.0	44938.0	44938.0	0.0
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000056.1:2923575	NA21309#2#JAHEPB020000056.1	2923575	3060213	136638	4	3	+	0	flank+DJ	contig_end	3060709	3.0	44927.0	44911.0	44934.0	0.0
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000057.1:3753852	NA21309#2#JAHEPB020000057.1	3753852	3984727	230875	6	6	+	0	flank+DJ	contig_end	4001848	5.0	44928.0	44876.0	49381.0	0.0
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000062.1:2496010	NA21309#2#JAHEPB020000062.1	2496010	2497879	1869	1	1	+	0	flank+DJ	contig_end	2521099					
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000064.1:1185	NA21309#2#JAHEPB020000064.1	1185	137843	136658	4	4	+	0	contig_end	contig_end	177199	3.0	44926.0	44908.0	44955.0	0.0
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000066.1:5486	NA21309#2#JAHEPB020000066.1	5486	141273	135787	4	4	+	0	contig_end	contig_end	151385	3.0	44856.0	44162.0	44900.0	0.0
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000068.1:42180	NA21309#2#JAHEPB020000068.1	42180	181967	139787	4	4	+	0	contig_end	contig_end	192499	3.0	46152.0	44970.0	46796.0	0.0
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000070.1:33499	NA21309#2#JAHEPB020000070.1	33499	35368	1869	1	1	+	0	contig_end	contig_end	60045					
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000071.1:4194245	NA21309#2#JAHEPB020000071.1	4194245	4286051	91806	3	3	+	0	flank+DJ	contig_end	4314290	2.0	44968.5	44965.0	44972.0	0.0
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000075.1:21979	NA21309#2#JAHEPB020000075.1	21979	199255	177276	5	5	+	0	contig_end	contig_end	223432	4.0	43852.5	43845.0	43857.0	0.0
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000076.1:18775	NA21309#2#JAHEPB020000076.1	18775	65647	46872	2	2	+	0	contig_end	contig_end	84898	1.0	45003.0	45003.0	45003.0	0.0
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000079.1:24095	NA21309#2#JAHEPB020000079.1	24095	25964	1869	1	1	+	0	contig_end	contig_end	65029					
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000080.1:10423	NA21309#2#JAHEPB020000080.1	10423	104494	94071	3	3	+	0	contig_end	contig_end	138296	2.0	46101.0	46094.0	46108.0	0.0
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000081.1:28204	NA21309#2#JAHEPB020000081.1	28204	76102	47898	2	1	+	0	contig_end	contig_end	78640	1.0	46029.0	46029.0	46029.0	0.0
NA21309_mat_hprc_r2_v1.0.1	NA21309#2#JAHEPB020000082.1:2917	NA21309#2#JAHEPB020000082.1	2917	49734	46817	2	2	+	0	contig_end	contig_end	66489	1.0	44948.0	44948.0	44948.0	0.0
