assembly	array	contig	start	end	span	n_18S	n_28S	strand	mixed_strand	left	right	contig_len	n_periods	period_median	period_min	period_max	n_identical
NA20129_mat_hprc_r2_v1.0.1	NA20129#2#CM092127.1:2413814	NA20129#2#CM092127.1	2413814	2728186	314372	8	7	+	0	flank+DJ	flank	94222495	7.0	44703.0	43931.0	45369.0	0.0
NA20129_mat_hprc_r2_v1.0.1	NA20129#2#JAHEPD020000001.1:19761	NA20129#2#JAHEPD020000001.1	19761	291944	272183	7	7	+	0	contig_end	flank	41792920	6.0	44906.0	44155.0	46381.0	0.0
NA20129_mat_hprc_r2_v1.0.1	NA20129#2#JAHEPD020000003.1:33270	NA20129#2#JAHEPD020000003.1	33270	165041	131771	4	3	+	0	contig_end	flank	97898680	3.0	44381.0	40437.0	45084.0	0.0
NA20129_mat_hprc_r2_v1.0.1	NA20129#2#JAHEPD020000024.1:14054	NA20129#2#JAHEPD020000024.1	14054	325513	311459	8	7	+	0	contig_end	flank	1420726	7.0	44171.0	44112.0	44354.0	0.0
NA20129_mat_hprc_r2_v1.0.1	NA20129#2#JAHEPD020000026.1:4852	NA20129#2#JAHEPD020000026.1	4852	95180	90328	3	3	+	0	contig_end	contig_end	111279	2.0	44229.5	44206.0	44253.0	0.0
NA20129_mat_hprc_r2_v1.0.1	NA20129#2#JAHEPD020000028.1:35545	NA20129#2#JAHEPD020000028.1	35545	169897	134352	4	4	+	0	contig_end	contig_end	214089	3.0	44168.0	44133.0	44182.0	0.0
NA20129_mat_hprc_r2_v1.0.1	NA20129#2#JAHEPD020000030.1:29228	NA20129#2#JAHEPD020000030.1	29228	164001	134773	4	4	+	0	contig_end	contig_end	180585	3.0	44325.0	44243.0	44336.0	0.0
NA20129_mat_hprc_r2_v1.0.1	NA20129#2#JAHEPD020000036.1:13024	NA20129#2#JAHEPD020000036.1	13024	147421	134397	4	4	+	0	contig_end	contig_end	159658	3.0	44134.0	44068.0	44326.0	0.0
NA20129_mat_hprc_r2_v1.0.1	NA20129#2#JAHEPD020000039.1:29266	NA20129#2#JAHEPD020000039.1	29266	122342	93076	3	3	+	0	contig_end	contig_end	136813	2.0	45603.5	45601.0	45606.0	0.0
NA20129_mat_hprc_r2_v1.0.1	NA20129#2#JAHEPD020000041.1:26079	NA20129#2#JAHEPD020000041.1	26079	114549	88470	3	3	+	0	contig_end	contig_end	124747	2.0	43300.5	43294.0	43307.0	0.0
