assembly	array	contig	start	end	span	n_18S	n_28S	strand	mixed_strand	left	right	contig_len	n_periods	period_median	period_min	period_max	n_identical
HG02809_pat_hprc_r2_v1.0.1	HG02809#1#CM088351.1:2804123	HG02809#1#CM088351.1	2804123	2983465	179342	5	4	+	0	flank+DJ	flank	110453072	4.0	44177.0	43550.0	45569.0	0.0
HG02809_pat_hprc_r2_v1.0.1	HG02809#1#CM088357.1:3420005	HG02809#1#CM088357.1	3420005	3686940	266935	7	7	+	0	flank+DJ	flank	46537639	6.0	44227.5	43316.0	44992.0	2.0
HG02809_pat_hprc_r2_v1.0.1	HG02809#1#JBHIGO010000008.1:29176	HG02809#1#JBHIGO010000008.1	29176	427970	398794	10	9	+	0	contig_end	flank	99332264	9.0	44246.0	43268.0	44616.0	0.0
HG02809_pat_hprc_r2_v1.0.1	HG02809#1#JBHIGO010000011.1:23533	HG02809#1#JBHIGO010000011.1	23533	25402	1869	1	1	+	0	contig_end	flank	90914600					
HG02809_pat_hprc_r2_v1.0.1	HG02809#1#JBHIGO010000012.1:28718	HG02809#1#JBHIGO010000012.1	28718	297228	268510	7	6	+	0	contig_end	flank	40435639	6.0	44928.0	43430.0	44962.0	0.0
HG02809_pat_hprc_r2_v1.0.1	HG02809#1#JBHIGO010000016.1:45441	HG02809#1#JBHIGO010000016.1	45441	634029	588588	14	14	+	0	contig_end	contig_end	678008	13.0	44968.0	44917.0	45725.0	0.0
HG02809_pat_hprc_r2_v1.0.1	HG02809#1#JBHIGO010000017.1:3681049	HG02809#1#JBHIGO010000017.1	3681049	3682918	1869	1	1	+	0	flank+DJ	contig_end	3703927					
HG02809_pat_hprc_r2_v1.0.1	HG02809#1#JBHIGO010000022.1:19559	HG02809#1#JBHIGO010000022.1	19559	154137	134578	4	4	+	0	contig_end	contig_end	177128	3.0	44240.0	44228.0	44241.0	0.0
HG02809_pat_hprc_r2_v1.0.1	HG02809#1#JBHIGO010000023.1:1177661	HG02809#1#JBHIGO010000023.1	1177661	1262132	84471	3	3	+	0	flank+DJ	contig_end	1293241	2.0	41301.0	39022.0	43580.0	0.0
HG02809_pat_hprc_r2_v1.0.1	HG02809#1#JBHIGO010000024.1:715245	HG02809#1#JBHIGO010000024.1	715245	717114	1869	1	1	+	0	flank+DJ	contig_end	734299					
HG02809_pat_hprc_r2_v1.0.1	HG02809#1#JBHIGO010000026.1:21389	HG02809#1#JBHIGO010000026.1	21389	288744	267355	7	7	+	0	contig_end	contig_end	322945	6.0	44384.5	43298.0	44641.0	0.0
HG02809_pat_hprc_r2_v1.0.1	HG02809#1#JBHIGO010000028.1:6688	HG02809#1#JBHIGO010000028.1	6688	95706	89018	3	3	+	0	contig_end	contig_end	115074	2.0	43574.5	43573.0	43576.0	0.0
HG02809_pat_hprc_r2_v1.0.1	HG02809#1#JBHIGO010000029.1:29795	HG02809#1#JBHIGO010000029.1	29795	123034	93239	3	2	+	0	contig_end	contig_end	128685	2.0	45685.0	45662.0	45708.0	0.0
HG02809_pat_hprc_r2_v1.0.1	HG02809#1#JBHIGO010000030.1:35159	HG02809#1#JBHIGO010000030.1	35159	204831	169672	5	5	+	0	contig_end	contig_end	243236	4.0	41948.5	39725.0	44181.0	0.0
HG02809_pat_hprc_r2_v1.0.1	HG02809#1#JBHIGO010000031.1:13403	HG02809#1#JBHIGO010000031.1	13403	60226	46823	2	2	+	0	contig_end	contig_end	84033	1.0	44954.0	44954.0	44954.0	0.0
HG02809_pat_hprc_r2_v1.0.1	HG02809#1#JBHIGO010000034.1:41890	HG02809#1#JBHIGO010000034.1	41890	126999	85109	3	3	+	0	contig_end	contig_end	146958	2.0	41620.0	39029.0	44211.0	0.0
HG02809_pat_hprc_r2_v1.0.1	HG02809#1#JBHIGO010000039.1:12052	HG02809#1#JBHIGO010000039.1	12052	58305	46253	2	1	+	0	contig_end	contig_end	62037	1.0	44384.0	44384.0	44384.0	0.0
HG02809_pat_hprc_r2_v1.0.1	HG02809#1#JBHIGO010000040.1:25219	HG02809#1#JBHIGO010000040.1	25219	27072	1853	1	1	+	0	contig_end	contig_end	65684					
HG02809_pat_hprc_r2_v1.0.1	HG02809#1#JBHIGO010000041.1:23756	HG02809#1#JBHIGO010000041.1	23756	430166	406410	10	10	+	0	contig_end	contig_end	466949	9.0	44942.0	44269.0	45723.0	0.0
HG02809_pat_hprc_r2_v1.0.1	HG02809#1#JBHIGO010000043.1:987	HG02809#1#JBHIGO010000043.1	987	46300	45313	2	2	+	0	contig_end	contig_end	86849	1.0	43444.0	43444.0	43444.0	0.0
HG02809_pat_hprc_r2_v1.0.1	HG02809#1#JBHIGO010000044.1:32583	HG02809#1#JBHIGO010000044.1	32583	79335	46752	2	2	+	0	contig_end	contig_end	106156	1.0	44883.0	44883.0	44883.0	0.0
