assembly	array	contig	start	end	span	n_18S	n_28S	strand	mixed_strand	left	right	contig_len	n_periods	period_median	period_min	period_max	n_identical
NA19043_hap1_hprc_r2_v1.0.1	NA19043#1#CM087052.1:4962002	NA19043#1#CM087052.1	4962002	5259417	297415	7	6	+	0	flank+DJ	flank	102504639	6.0	44306.0	42867.0	75989.0	2.0
NA19043_hap1_hprc_r2_v1.0.1	NA19043#1#CM087056.1:2723428	NA19043#1#CM087056.1	2723428	3122428	399000	10	10	+	0	flank+DJ	flank	48260959	9.0	44136.0	43482.0	44965.0	0.0
NA19043_hap1_hprc_r2_v1.0.1	NA19043#1#JBHDVS010000013.1:30742	NA19043#1#JBHDVS010000013.1	30742	569335	538593	13	12	+	0	contig_end	flank	41811340	12.0	44877.5	44207.0	45594.0	0.0
NA19043_hap1_hprc_r2_v1.0.1	NA19043#1#JBHDVS010000021.1:23265	NA19043#1#JBHDVS010000021.1	23265	158086	134821	4	3	+	0	contig_end	flank	5250071	3.0	44043.0	43979.0	44930.0	0.0
NA19043_hap1_hprc_r2_v1.0.1	NA19043#1#JBHDVS010000026.1:36824	NA19043#1#JBHDVS010000026.1	36824	38693	1869	1	1	+	0	contig_end	contig_end	72179					
NA19043_hap1_hprc_r2_v1.0.1	NA19043#1#JBHDVS010000027.1:30910	NA19043#1#JBHDVS010000027.1	30910	32779	1869	1	1	+	0	contig_end	contig_end	64337					
NA19043_hap1_hprc_r2_v1.0.1	NA19043#1#JBHDVS010000031.1:25810	NA19043#1#JBHDVS010000031.1	25810	341565	315755	8	8	+	0	contig_end	contig_end	363492	7.0	44943.0	44213.0	44964.0	0.0
NA19043_hap1_hprc_r2_v1.0.1	NA19043#1#JBHDVS010000035.1:14531	NA19043#1#JBHDVS010000035.1	14531	60621	46090	2	2	+	0	contig_end	contig_end	88323	1.0	44221.0	44221.0	44221.0	0.0
NA19043_hap1_hprc_r2_v1.0.1	NA19043#1#JBHDVS010000038.1:23025	NA19043#1#JBHDVS010000038.1	23025	69092	46067	2	2	+	0	contig_end	contig_end	101759	1.0	44198.0	44198.0	44198.0	0.0
NA19043_hap1_hprc_r2_v1.0.1	NA19043#1#JBHDVS010000042.1:25936	NA19043#1#JBHDVS010000042.1	25936	72779	46843	2	2	+	0	contig_end	flank	103387383	1.0	44974.0	44974.0	44974.0	0.0
NA19043_hap1_hprc_r2_v1.0.1	NA19043#1#JBHDVS010000049.1:13424	NA19043#1#JBHDVS010000049.1	13424	59584	46160	2	1	+	0	contig_end	flank	92637483	1.0	44291.0	44291.0	44291.0	0.0
NA19043_hap1_hprc_r2_v1.0.1	NA19043#1#JBHDVS010000051.1:2466479	NA19043#1#JBHDVS010000051.1	2466479	2468348	1869	1	1	+	0	flank+DJ	contig_end	2492366					
NA19043_hap1_hprc_r2_v1.0.1	NA19043#1#JBHDVS010000052.1:4334440	NA19043#1#JBHDVS010000052.1	4334440	4606359	271919	7	7	+	0	flank	contig_end	4632531	6.0	45002.5	44976.0	45037.0	0.0
NA19043_hap1_hprc_r2_v1.0.1	NA19043#1#JBHDVS010000053.1:2699350	NA19043#1#JBHDVS010000053.1	2699350	2880415	181065	5	5	+	0	flank+DJ	contig_end	2916752	4.0	44956.5	44290.0	44993.0	0.0
NA19043_hap1_hprc_r2_v1.0.1	NA19043#1#JBHDVS010000056.1:3609757	NA19043#1#JBHDVS010000056.1	3609757	3611626	1869	1	1	+	0	flank+DJ	contig_end	3653338					
NA19043_hap1_hprc_r2_v1.0.1	NA19043#1#JBHDVS010000061.1:4	NA19043#1#JBHDVS010000061.1	4	46687	46683	2	2	+	0	contig_end	contig_end	73525	1.0	44814.0	44814.0	44814.0	0.0
NA19043_hap1_hprc_r2_v1.0.1	NA19043#1#JBHDVS010000062.1:23437	NA19043#1#JBHDVS010000062.1	23437	25306	1869	1	1	+	0	contig_end	contig_end	62457					
NA19043_hap1_hprc_r2_v1.0.1	NA19043#1#JBHDVS010000065.1:27388	NA19043#1#JBHDVS010000065.1	27388	209052	181664	4	4	+	0	contig_end	contig_end	242556	3.0	44944.0	44944.0	89907.0	0.0
NA19043_hap1_hprc_r2_v1.0.1	NA19043#1#JBHDVS010000066.1:23487	NA19043#1#JBHDVS010000066.1	23487	25356	1869	1	1	+	0	contig_end	contig_end	69992					
NA19043_hap1_hprc_r2_v1.0.1	NA19043#1#JBHDVS010000067.1:42237	NA19043#1#JBHDVS010000067.1	42237	44106	1869	1	1	+	0	contig_end	contig_end	57689					
NA19043_hap1_hprc_r2_v1.0.1	NA19043#1#JBHDVS010000068.1:44242	NA19043#1#JBHDVS010000068.1	44242	46111	1869	1	1	+	0	contig_end	contig_end	90890					
