assembly	array	contig	start	end	span	n_18S	n_28S	strand	mixed_strand	left	right	contig_len	n_periods	period_median	period_min	period_max	n_identical
NA18608_hap1_hprc_r2_v1.0.1	NA18608#1#JBHIJW010000004.1:28515	NA18608#1#JBHIJW010000004.1	28515	211356	182841	5	4	+	0	contig_end	flank	103907836	4.0	44959.5	44936.0	46117.0	0.0
NA18608_hap1_hprc_r2_v1.0.1	NA18608#1#JBHIJW010000013.1:2419553	NA18608#1#JBHIJW010000013.1	2419553	2510484	90931	3	3	+	0	flank+DJ	gap	99540312	2.0	44531.0	44150.0	44912.0	0.0
NA18608_hap1_hprc_r2_v1.0.1	NA18608#1#JBHIJW010000013.1:2779872	NA18608#1#JBHIJW010000013.1	2779872	2822982	43110	2	1	+	0	gap+DJ	flank	99540312	1.0	41241.0	41241.0	41241.0	0.0
NA18608_hap1_hprc_r2_v1.0.1	NA18608#1#JBHIJW010000016.1:31973	NA18608#1#JBHIJW010000016.1	31973	504636	472663	12	11	+	0	contig_end	flank	41021567	11.0	44080.0	39715.0	46082.0	0.0
NA18608_hap1_hprc_r2_v1.0.1	NA18608#1#JBHIJW010000017.1:5673	NA18608#1#JBHIJW010000017.1	5673	548920	543247	13	12	+	0	contig_end	flank	45082068	12.0	45078.5	44332.0	47151.0	0.0
NA18608_hap1_hprc_r2_v1.0.1	NA18608#1#JBHIJW010000019.1:573158	NA18608#1#JBHIJW010000019.1	573158	575027	1869	1	1	+	0	flank+DJ	contig_end	607287					
NA18608_hap1_hprc_r2_v1.0.1	NA18608#1#JBHIJW010000021.1:38861	NA18608#1#JBHIJW010000021.1	38861	87605	48744	2	2	+	0	contig_end	contig_end	131598	1.0	46875.0	46875.0	46875.0	0.0
NA18608_hap1_hprc_r2_v1.0.1	NA18608#1#JBHIJW010000022.1:35932	NA18608#1#JBHIJW010000022.1	35932	171518	135586	4	4	+	0	contig_end	contig_end	212981	3.0	44776.0	44024.0	44917.0	0.0
NA18608_hap1_hprc_r2_v1.0.1	NA18608#1#JBHIJW010000023.1:21264	NA18608#1#JBHIJW010000023.1	21264	67158	45894	2	2	+	0	contig_end	contig_end	103123	1.0	44025.0	44025.0	44025.0	0.0
NA18608_hap1_hprc_r2_v1.0.1	NA18608#1#JBHIJW010000024.1:6487	NA18608#1#JBHIJW010000024.1	6487	53184	46697	2	1	+	0	contig_end	contig_end	60241	1.0	44828.0	44828.0	44828.0	0.0
NA18608_hap1_hprc_r2_v1.0.1	NA18608#1#JBHIJW010000025.1:7804	NA18608#1#JBHIJW010000025.1	7804	54510	46706	2	1	+	0	contig_end	contig_end	61653	1.0	44837.0	44837.0	44837.0	0.0
NA18608_hap1_hprc_r2_v1.0.1	NA18608#1#JBHIJW010000028.1:30880	NA18608#1#JBHIJW010000028.1	30880	164857	133977	4	4	+	0	contig_end	contig_end	180027	3.0	44043.0	44019.0	44046.0	0.0
NA18608_hap1_hprc_r2_v1.0.1	NA18608#1#JBHIJW010000036.1:43043	NA18608#1#JBHIJW010000036.1	43043	353127	310084	8	7	+	0	contig_end	flank	92911779	7.0	44115.0	43281.0	44852.0	0.0
NA18608_hap1_hprc_r2_v1.0.1	NA18608#1#JBHIJW010000041.1:2562495	NA18608#1#JBHIJW010000041.1	2562495	2609295	46800	2	2	+	0	flank+DJ	contig_end	2635607	1.0	44931.0	44931.0	44931.0	0.0
NA18608_hap1_hprc_r2_v1.0.1	NA18608#1#JBHIJW010000042.1:2859425	NA18608#1#JBHIJW010000042.1	2859425	3218459	359034	9	9	+	0	flank+DJ	contig_end	3242566	8.0	44348.5	44321.0	45374.0	0.0
NA18608_hap1_hprc_r2_v1.0.1	NA18608#1#JBHIJW010000044.1:2674466	NA18608#1#JBHIJW010000044.1	2674466	3089017	414551	9	9	+	0	flank+DJ	contig_end	3117221	8.0	51660.0	44287.0	58358.0	0.0
NA18608_hap1_hprc_r2_v1.0.1	NA18608#1#JBHIJW010000045.1:24221	NA18608#1#JBHIJW010000045.1	24221	424900	400679	10	10	+	0	contig_end	contig_end	467174	9.0	44427.0	40511.0	45885.0	0.0
NA18608_hap1_hprc_r2_v1.0.1	NA18608#1#JBHIJW010000049.1:2426447	NA18608#1#JBHIJW010000049.1	2426447	2653628	227181	6	6	+	0	flank+DJ	contig_end	2676040	5.0	44966.0	44259.0	45597.0	0.0
NA18608_hap1_hprc_r2_v1.0.1	NA18608#1#JBHIJW010000050.1:2892215	NA18608#1#JBHIJW010000050.1	2892215	3159275	267060	7	7	+	0	flank+DJ	contig_end	3179539	6.0	44788.0	41150.0	44922.0	0.0
NA18608_hap1_hprc_r2_v1.0.1	NA18608#1#JBHIJW010000051.1:763626	NA18608#1#JBHIJW010000051.1	763626	765495	1869	1	1	+	0	flank+DJ	contig_end	773862					
NA18608_hap1_hprc_r2_v1.0.1	NA18608#1#JBHIJW010000052.1:29615	NA18608#1#JBHIJW010000052.1	29615	451805	422190	10	10	+	0	contig_end	contig_end	488839	9.0	44366.0	44090.0	64637.0	0.0
NA18608_hap1_hprc_r2_v1.0.1	NA18608#1#JBHIJW010000055.1:19278	NA18608#1#JBHIJW010000055.1	19278	66237	46959	2	2	+	0	contig_end	contig_end	89473	1.0	45090.0	45090.0	45090.0	0.0
NA18608_hap1_hprc_r2_v1.0.1	NA18608#1#JBHIJW010000056.1:25275	NA18608#1#JBHIJW010000056.1	25275	27144	1869	1	1	+	0	contig_end	contig_end	57250					
NA18608_hap1_hprc_r2_v1.0.1	NA18608#1#JBHIJW010000059.1:7630	NA18608#1#JBHIJW010000059.1	7630	183978	176348	5	5	+	0	contig_end	contig_end	220728	4.0	44926.5	39690.0	44936.0	0.0
NA18608_hap1_hprc_r2_v1.0.1	NA18608#1#JBHIJW010000061.1:19016	NA18608#1#JBHIJW010000061.1	19016	109897	90881	3	3	+	0	contig_end	contig_end	136315	2.0	44506.0	44049.0	44963.0	0.0
