assembly	array	contig	start	end	span	n_18S	n_28S	strand	mixed_strand	left	right	contig_len	n_periods	period_median	period_min	period_max	n_identical
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#CM089704.1:3370950	NA20870#1#CM089704.1	3370950	3505912	134962	4	4	+	0	flank+DJ	flank	94585889	3.0	44363.0	44363.0	44367.0	2.0
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000017.1:3991915	NA20870#1#JBHIJK010000017.1	3991915	3993784	1869	1	1	+	0	flank+DJ	contig_end	4002449					
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000018.1:43962	NA20870#1#JBHIJK010000018.1	43962	278045	234083	6	6	+	0	contig_end	flank	5745131	5.0	44853.0	31470.0	65485.0	0.0
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000021.1:27401	NA20870#1#JBHIJK010000021.1	27401	193447	166046	5	5	+	0	contig_end	contig_end	228614	4.0	39753.5	39715.0	44955.0	0.0
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000023.1:7620	NA20870#1#JBHIJK010000023.1	7620	145282	137662	4	4	+	0	contig_end	contig_end	180690	3.0	44891.0	44876.0	46026.0	0.0
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000024.1:14164	NA20870#1#JBHIJK010000024.1	14164	327471	313307	8	8	+	0	contig_end	contig_end	367278	7.0	44323.0	44283.0	44912.0	0.0
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000026.1:36818	NA20870#1#JBHIJK010000026.1	36818	128280	91462	3	2	+	0	contig_end	contig_end	128455	2.0	44796.5	43452.0	46141.0	0.0
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000029.1:6423	NA20870#1#JBHIJK010000029.1	6423	315118	308695	8	8	+	0	contig_end	contig_end	323119	7.0	44274.0	40457.0	44929.0	0.0
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000034.1:33555	NA20870#1#JBHIJK010000034.1	33555	80258	46703	2	2	+	0	contig_end	contig_end	98853	1.0	44834.0	44834.0	44834.0	0.0
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000035.1:35403	NA20870#1#JBHIJK010000035.1	35403	37272	1869	1	1	+	0	contig_end	contig_end	70536					
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000043.1:32803	NA20870#1#JBHIJK010000043.1	32803	34672	1869	1	1	+	0	contig_end	flank	103374669					
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000050.1:27205	NA20870#1#JBHIJK010000050.1	27205	73379	46174	2	1	+	0	contig_end	flank	98641615	1.0	44305.0	44305.0	44305.0	0.0
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000052.1:26968	NA20870#1#JBHIJK010000052.1	26968	256061	229093	6	5	+	0	contig_end	flank	45292170	5.0	44712.0	44222.0	49271.0	0.0
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000054.1:2858339	NA20870#1#JBHIJK010000054.1	2858339	2860208	1869	1	1	+	0	flank+DJ	contig_end	2878226					
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000055.1:3243173	NA20870#1#JBHIJK010000055.1	3243173	3424875	181702	5	4	+	0	flank+DJ	contig_end	3431800	4.0	44980.0	44833.0	45040.0	0.0
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000056.1:27301	NA20870#1#JBHIJK010000056.1	27301	563651	536350	13	13	+	0	contig_end	flank	4212034	12.0	44908.5	43439.0	45013.0	0.0
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000057.1:3094182	NA20870#1#JBHIJK010000057.1	3094182	3410935	316753	8	8	+	0	gap+DJ	contig_end	3448423	7.0	44981.0	44933.0	45030.0	0.0
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000058.1:19877	NA20870#1#JBHIJK010000058.1	19877	155860	135983	4	4	+	0	contig_end	contig_end	189451	3.0	44952.0	44209.0	44953.0	0.0
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000059.1:28206	NA20870#1#JBHIJK010000059.1	28206	30075	1869	1	1	+	0	contig_end	contig_end	53555					
