assembly	array	contig	start	end	span	n_18S	n_28S	strand	mixed_strand	left	right	contig_len	n_periods	period_median	period_min	period_max	n_identical
HG02080_mat_hprc_r2_v1.0.1	HG02080#2#JAHEOV020000012.1:37086	HG02080#2#JAHEOV020000012.1	37086	704237	667151	16	15	+	0	contig_end	flank	39598235	15.0	43532.0	43435.0	46100.0	0.0
HG02080_mat_hprc_r2_v1.0.1	HG02080#2#JAHEOV020000017.1:39663	HG02080#2#JAHEOV020000017.1	39663	126551	86888	3	2	+	0	contig_end	flank	6723780	2.0	42509.5	40297.0	44722.0	0.0
HG02080_mat_hprc_r2_v1.0.1	HG02080#2#JAHEOV020000018.1:8300	HG02080#2#JAHEOV020000018.1	8300	94747	86447	3	3	+	0	contig_end	flank	43844344	2.0	42289.0	40347.0	44231.0	0.0
HG02080_mat_hprc_r2_v1.0.1	HG02080#2#JAHEOV020000024.1:41725	HG02080#2#JAHEOV020000024.1	41725	179070	137345	4	3	+	0	contig_end	flank	1431996	3.0	44811.0	44793.0	45872.0	0.0
HG02080_mat_hprc_r2_v1.0.1	HG02080#2#JAHEOV020000025.1:12919	HG02080#2#JAHEOV020000025.1	12919	149714	136795	4	4	+	0	contig_end	contig_end	169471	3.0	45028.0	44862.0	45036.0	0.0
HG02080_mat_hprc_r2_v1.0.1	HG02080#2#JAHEOV020000026.1:35738	HG02080#2#JAHEOV020000026.1	35738	82314	46576	2	2	+	0	contig_end	contig_end	104752	1.0	44707.0	44707.0	44707.0	0.0
HG02080_mat_hprc_r2_v1.0.1	HG02080#2#JAHEOV020000028.1:29096	HG02080#2#JAHEOV020000028.1	29096	122655	93559	3	3	+	0	contig_end	contig_end	154371	2.0	45845.0	45829.0	45861.0	0.0
HG02080_mat_hprc_r2_v1.0.1	HG02080#2#JAHEOV020000030.1:43172	HG02080#2#JAHEOV020000030.1	43172	134542	91370	3	3	+	0	contig_end	contig_end	146029	2.0	44750.5	44708.0	44793.0	0.0
HG02080_mat_hprc_r2_v1.0.1	HG02080#2#JAHEOV020000033.1:13217	HG02080#2#JAHEOV020000033.1	13217	59770	46553	2	2	+	0	contig_end	contig_end	101059	1.0	44684.0	44684.0	44684.0	0.0
HG02080_mat_hprc_r2_v1.0.1	HG02080#2#JAHEOV020000038.1:26963	HG02080#2#JAHEOV020000038.1	26963	28832	1869	1	1	+	0	contig_end	contig_end	66416					
