assembly	array	contig	start	end	span	n_18S	n_28S	strand	mixed_strand	left	right	contig_len	n_periods	period_median	period_min	period_max	n_identical
HG03270_hap2_hprc_r2_v1.0.1	HG03270#2#CM089919.1:3830650	HG03270#2#CM089919.1	3830650	3832519	1869	1	1	+	0	flank+DJ	flank	98217174					
HG03270_hap2_hprc_r2_v1.0.1	HG03270#2#JBHIKD010000001.1:40168	HG03270#2#JBHIKD010000001.1	40168	310449	270281	7	6	+	0	contig_end	flank	41302319	6.0	44869.0	44431.0	44892.0	0.0
HG03270_hap2_hprc_r2_v1.0.1	HG03270#2#JBHIKD010000005.1:26203	HG03270#2#JBHIKD010000005.1	26203	162760	136557	4	4	+	0	contig_end	flank	97232770	3.0	44947.0	44793.0	44947.0	0.0
HG03270_hap2_hprc_r2_v1.0.1	HG03270#2#JBHIKD010000009.1:21940	HG03270#2#JBHIKD010000009.1	21940	203633	181693	5	4	+	0	contig_end	flank	102470023	4.0	44974.0	44879.0	44998.0	0.0
HG03270_hap2_hprc_r2_v1.0.1	HG03270#2#JBHIKD010000014.1:641465	HG03270#2#JBHIKD010000014.1	641465	991439	349974	9	9	+	0	flank+DJ	flank	45172752	8.0	43948.0	40277.0	44349.0	2.0
HG03270_hap2_hprc_r2_v1.0.1	HG03270#2#JBHIKD010000016.1:3906775	HG03270#2#JBHIKD010000016.1	3906775	4223049	316274	8	8	-	0	flank	contig_end	4223465	7.0	44906.0	44889.0	44954.0	0.0
HG03270_hap2_hprc_r2_v1.0.1	HG03270#2#JBHIKD010000024.1:9555	HG03270#2#JBHIKD010000024.1	9555	413638	404083	10	10	+	0	contig_end	contig_end	423827	9.0	44918.0	44167.0	45012.0	0.0
HG03270_hap2_hprc_r2_v1.0.1	HG03270#2#JBHIKD010000026.1:32837	HG03270#2#JBHIKD010000026.1	32837	1108654	1075817	25	24	+	0	contig_end	contig_end	1129214	24.0	44959.0	43435.0	45043.0	0.0
HG03270_hap2_hprc_r2_v1.0.1	HG03270#2#JBHIKD010000027.1:2622057	HG03270#2#JBHIKD010000027.1	2622057	2623926	1869	1	1	+	0	flank+DJ	contig_end	2633879					
HG03270_hap2_hprc_r2_v1.0.1	HG03270#2#JBHIKD010000028.1:37019	HG03270#2#JBHIKD010000028.1	37019	83090	46071	2	2	+	0	contig_end	contig_end	114996	1.0	44202.0	44202.0	44202.0	0.0
HG03270_hap2_hprc_r2_v1.0.1	HG03270#2#JBHIKD010000039.1:31831	HG03270#2#JBHIKD010000039.1	31831	77885	46054	2	2	+	0	contig_end	contig_end	92652	1.0	44185.0	44185.0	44185.0	0.0
HG03270_hap2_hprc_r2_v1.0.1	HG03270#2#JBHIKD010000051.1:3084422	HG03270#2#JBHIKD010000051.1	3084422	3656737	572315	14	13	+	0	flank+DJ	contig_end	3680139	13.0	44204.0	35628.0	45014.0	0.0
HG03270_hap2_hprc_r2_v1.0.1	HG03270#2#JBHIKD010000054.1:10059	HG03270#2#JBHIKD010000054.1	10059	236259	226200	6	6	+	0	contig_end	contig_end	260625	5.0	44868.0	44846.0	44888.0	0.0
HG03270_hap2_hprc_r2_v1.0.1	HG03270#2#JBHIKD010000055.1:29879	HG03270#2#JBHIKD010000055.1	29879	389956	360077	9	9	+	0	contig_end	contig_end	422087	8.0	44969.5	44152.0	45011.0	0.0
HG03270_hap2_hprc_r2_v1.0.1	HG03270#2#JBHIKD010000058.1:2354010	HG03270#2#JBHIKD010000058.1	2354010	2625178	271168	7	6	+	0	flank+DJ	contig_end	2627575	6.0	44879.0	44859.0	44923.0	0.0
HG03270_hap2_hprc_r2_v1.0.1	HG03270#2#JBHIKD010000059.1:20596	HG03270#2#JBHIKD010000059.1	20596	607007	586411	14	14	+	0	contig_end	contig_end	623612	13.0	45012.0	42958.0	45703.0	0.0
HG03270_hap2_hprc_r2_v1.0.1	HG03270#2#JBHIKD010000060.1:33972	HG03270#2#JBHIKD010000060.1	33972	35841	1869	1	1	+	0	contig_end	contig_end	71976					
HG03270_hap2_hprc_r2_v1.0.1	HG03270#2#JBHIKD010000061.1:11300	HG03270#2#JBHIKD010000061.1	11300	372342	361042	9	9	+	0	contig_end	contig_end	408353	8.0	44902.5	44876.0	44912.0	0.0
HG03270_hap2_hprc_r2_v1.0.1	HG03270#2#JBHIKD010000065.1:2281	HG03270#2#JBHIKD010000065.1	2281	92738	90457	3	3	+	0	contig_end	contig_end	122719	2.0	44294.0	44294.0	44294.0	0.0
HG03270_hap2_hprc_r2_v1.0.1	HG03270#2#JBHIKD010000067.1:24829	HG03270#2#JBHIKD010000067.1	24829	341261	316432	8	8	+	0	contig_end	contig_end	357459	7.0	44956.0	44168.0	45693.0	0.0
HG03270_hap2_hprc_r2_v1.0.1	HG03270#2#JBHIKD010000068.1:29099	HG03270#2#JBHIKD010000068.1	29099	75890	46791	2	2	+	0	contig_end	contig_end	87331	1.0	44922.0	44922.0	44922.0	0.0
HG03270_hap2_hprc_r2_v1.0.1	HG03270#2#JBHIKD010000072.1:10712	HG03270#2#JBHIKD010000072.1	10712	57485	46773	2	2	+	0	contig_end	contig_end	89797	1.0	44904.0	44904.0	44904.0	0.0
HG03270_hap2_hprc_r2_v1.0.1	HG03270#2#JBHIKD010000074.1:29169	HG03270#2#JBHIKD010000074.1	29169	31038	1869	1	1	+	0	contig_end	contig_end	67625					
