assembly	array	contig	start	end	span	n_18S	n_28S	strand	mixed_strand	left	right	contig_len	n_periods	period_median	period_min	period_max	n_identical
HG02698_pat_hprc_r2_v1.0.1	HG02698#1#JBHDTL010000003.1:22854	HG02698#1#JBHDTL010000003.1	22854	114401	91547	3	3	+	0	contig_end	flank	98677155	2.0	44839.0	44740.0	44938.0	0.0
HG02698_pat_hprc_r2_v1.0.1	HG02698#1#JBHDTL010000022.1:5341	HG02698#1#JBHDTL010000022.1	5341	410081	404740	10	9	+	0	contig_end	flank	7008460	9.0	44798.0	44359.0	44866.0	0.0
HG02698_pat_hprc_r2_v1.0.1	HG02698#1#JBHDTL010000026.1:32796	HG02698#1#JBHDTL010000026.1	32796	78863	46067	2	2	+	0	contig_end	contig_end	102323	1.0	44198.0	44198.0	44198.0	0.0
HG02698_pat_hprc_r2_v1.0.1	HG02698#1#JBHDTL010000027.1:12970	HG02698#1#JBHDTL010000027.1	12970	59808	46838	2	2	+	0	contig_end	contig_end	79322	1.0	44969.0	44969.0	44969.0	0.0
HG02698_pat_hprc_r2_v1.0.1	HG02698#1#JBHDTL010000029.1:626	HG02698#1#JBHDTL010000029.1	626	179803	179177	5	5	+	0	contig_end	contig_end	191660	4.0	44325.5	44322.0	44335.0	0.0
HG02698_pat_hprc_r2_v1.0.1	HG02698#1#JBHDTL010000033.1:31797	HG02698#1#JBHDTL010000033.1	31797	168087	136290	4	4	+	0	contig_end	contig_end	198140	3.0	44802.0	44790.0	44829.0	0.0
HG02698_pat_hprc_r2_v1.0.1	HG02698#1#JBHDTL010000034.1:42766	HG02698#1#JBHDTL010000034.1	42766	89840	47074	2	2	+	0	contig_end	contig_end	101958	1.0	45205.0	45205.0	45205.0	0.0
HG02698_pat_hprc_r2_v1.0.1	HG02698#1#JBHDTL010000037.1:33231	HG02698#1#JBHDTL010000037.1	33231	123783	90552	3	3	+	0	contig_end	contig_end	136662	2.0	44341.5	44335.0	44348.0	0.0
HG02698_pat_hprc_r2_v1.0.1	HG02698#1#JBHDTL010000038.1:17357	HG02698#1#JBHDTL010000038.1	17357	152328	134971	4	3	+	0	contig_end	contig_end	154699	3.0	44066.0	44063.0	44973.0	0.0
HG02698_pat_hprc_r2_v1.0.1	HG02698#1#JBHDTL010000039.1:5453	HG02698#1#JBHDTL010000039.1	5453	140278	134825	4	4	+	0	contig_end	contig_end	148045	3.0	44317.0	44315.0	44324.0	0.0
HG02698_pat_hprc_r2_v1.0.1	HG02698#1#JBHDTL010000040.1:11558	HG02698#1#JBHDTL010000040.1	11558	57493	45935	2	2	+	0	contig_end	contig_end	69775	1.0	44066.0	44066.0	44066.0	0.0
HG02698_pat_hprc_r2_v1.0.1	HG02698#1#JBHDTL010000041.1:21923	HG02698#1#JBHDTL010000041.1	21923	68125	46202	2	1	+	0	contig_end	contig_end	68188	1.0	44333.0	44333.0	44333.0	0.0
HG02698_pat_hprc_r2_v1.0.1	HG02698#1#JBHDTL010000042.1:7077	HG02698#1#JBHDTL010000042.1	7077	53267	46190	2	2	+	0	contig_end	contig_end	61490	1.0	44321.0	44321.0	44321.0	0.0
HG02698_pat_hprc_r2_v1.0.1	HG02698#1#JBHDTL010000046.1:16375	HG02698#1#JBHDTL010000046.1	16375	62315	45940	2	1	+	0	contig_end	contig_end	67986	1.0	44071.0	44071.0	44071.0	0.0
HG02698_pat_hprc_r2_v1.0.1	HG02698#1#JBHDTL010000054.1:4086	HG02698#1#JBHDTL010000054.1	4086	140643	136557	4	4	+	0	contig_end	flank	2684447	3.0	44894.0	44892.0	44902.0	0.0
HG02698_pat_hprc_r2_v1.0.1	HG02698#1#JBHDTL010000064.1:2881226	HG02698#1#JBHDTL010000064.1	2881226	3199053	317827	8	8	+	0	flank+DJ	contig_end	3221193	7.0	45193.0	44964.0	45254.0	0.0
HG02698_pat_hprc_r2_v1.0.1	HG02698#1#JBHDTL010000067.1:9401	HG02698#1#JBHDTL010000067.1	9401	321008	311607	8	8	+	0	contig_end	flank	2870420	7.0	44287.0	43292.0	44790.0	0.0
HG02698_pat_hprc_r2_v1.0.1	HG02698#1#JBHDTL010000068.1:3573271	HG02698#1#JBHDTL010000068.1	3573271	3754694	181423	5	5	+	0	flank+DJ	contig_end	3766260	4.0	44888.5	44882.0	44895.0	0.0
HG02698_pat_hprc_r2_v1.0.1	HG02698#1#JBHDTL010000069.1:2823655	HG02698#1#JBHDTL010000069.1	2823655	2825525	1870	1	1	+	0	flank+DJ	contig_end	2843595					
