assembly	array	contig	start	end	span	n_18S	n_28S	strand	mixed_strand	left	right	contig_len	n_periods	period_median	period_min	period_max	n_identical
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000005.1:29994	HG00146#1#JBHIKO010000005.1	29994	345325	315331	8	7	+	0	contig_end	flank	104332432	7.0	44899.0	44073.0	44915.0	0.0
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000018.1:40214	HG00146#1#JBHIKO010000018.1	40214	311258	271044	7	6	+	0	contig_end	flank	9046839	6.0	44841.5	44785.0	44958.0	0.0
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000024.1:5926	HG00146#1#JBHIKO010000024.1	5926	231439	225513	6	5	+	0	contig_end	contig_end	238011	5.0	44900.0	44127.0	44912.0	0.0
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000025.1:19014	HG00146#1#JBHIKO010000025.1	19014	65869	46855	2	2	+	0	contig_end	contig_end	108229	1.0	44986.0	44986.0	44986.0	0.0
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000026.1:17528	HG00146#1#JBHIKO010000026.1	17528	108188	90660	3	2	+	0	contig_end	contig_end	108244	2.0	44395.5	44055.0	44736.0	0.0
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000029.1:30364	HG00146#1#JBHIKO010000029.1	30364	121872	91508	3	3	+	0	contig_end	contig_end	134458	2.0	44819.5	44819.0	44820.0	0.0
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000030.1:6187	HG00146#1#JBHIKO010000030.1	6187	273392	267205	7	7	+	0	contig_end	contig_end	309545	6.0	44222.0	44202.0	44245.0	0.0
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000034.1:21737	HG00146#1#JBHIKO010000034.1	21737	336212	314475	8	8	+	0	contig_end	contig_end	347411	7.0	44868.0	44097.0	44907.0	0.0
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000036.1:6275	HG00146#1#JBHIKO010000036.1	6275	275543	269268	7	7	+	0	contig_end	contig_end	298258	6.0	44245.5	44221.0	45549.0	0.0
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000038.1:5855	HG00146#1#JBHIKO010000038.1	5855	52632	46777	2	2	+	0	contig_end	contig_end	70047	1.0	44908.0	44908.0	44908.0	0.0
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000041.1:38112	HG00146#1#JBHIKO010000041.1	38112	83585	45473	2	2	+	0	contig_end	contig_end	101546	1.0	43604.0	43604.0	43604.0	0.0
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000042.1:34597	HG00146#1#JBHIKO010000042.1	34597	36466	1869	1	1	+	0	contig_end	contig_end	67820					
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000046.1:3395	HG00146#1#JBHIKO010000046.1	3395	5264	1869	1	1	+	0	contig_end	contig_end	50018					
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000058.1:2376668	HG00146#1#JBHIKO010000058.1	2376668	2467195	90527	3	2	+	0	flank+DJ	contig_end	2472204	2.0	44329.0	44329.0	44329.0	0.0
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000059.1:34001	HG00146#1#JBHIKO010000059.1	34001	349582	315581	8	8	+	0	contig_end	contig_end	382994	7.0	44890.0	44248.0	45008.0	0.0
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000060.1:27306	HG00146#1#JBHIKO010000060.1	27306	299721	272415	7	6	+	0	contig_end	flank	9233596	6.0	45216.5	44164.0	45516.0	0.0
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000061.1:4153117	HG00146#1#JBHIKO010000061.1	4153117	4288963	135846	4	4	+	0	gap	contig_end	4333423	3.0	44912.0	44146.0	44919.0	0.0
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000063.1:2611783	HG00146#1#JBHIKO010000063.1	2611783	2613652	1869	1	0	+	0	flank+DJ	contig_end	2620390					
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000065.1:7908	HG00146#1#JBHIKO010000065.1	7908	234653	226745	6	5	+	0	contig_end	flank	2415193	5.0	44246.0	44233.0	46461.0	0.0
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000066.1:19373	HG00146#1#JBHIKO010000066.1	19373	66135	46762	2	2	+	0	contig_end	contig_end	89791	1.0	44893.0	44893.0	44893.0	0.0
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000068.1:33164	HG00146#1#JBHIKO010000068.1	33164	125991	92827	3	2	+	0	contig_end	gap	524730	2.0	45479.0	44958.0	46000.0	0.0
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000068.1:346393	HG00146#1#JBHIKO010000068.1	346393	481149	134756	4	4	+	0	gap	contig_end	524730	3.0	44297.0	44284.0	44306.0	0.0
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000070.1:31807	HG00146#1#JBHIKO010000070.1	31807	300656	268849	7	6	+	0	contig_end	contig_end	301750	6.0	44393.5	44043.0	45364.0	0.0
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000074.1:9283	HG00146#1#JBHIKO010000074.1	9283	55964	46681	2	2	+	0	contig_end	contig_end	84471	1.0	44812.0	44812.0	44812.0	0.0
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000075.1:1602	HG00146#1#JBHIKO010000075.1	1602	272253	270651	7	6	+	0	contig_end	contig_end	278849	6.0	44770.0	44055.0	45533.0	0.0
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000076.1:11091	HG00146#1#JBHIKO010000076.1	11091	111531	100440	3	2	+	0	contig_end	contig_end	117639	2.0	49285.5	49272.0	49299.0	0.0
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000077.1:38711	HG00146#1#JBHIKO010000077.1	38711	395955	357244	9	8	+	0	contig_end	contig_end	402249	8.0	44312.5	43632.0	44869.0	0.0
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000078.1:19902	HG00146#1#JBHIKO010000078.1	19902	497385	477483	11	11	+	0	contig_end	contig_end	510833	10.0	44963.5	40446.0	63273.0	0.0
HG00146_hap1_hprc_r2_v1.0.1	HG00146#1#JBHIKO010000079.1:9234	HG00146#1#JBHIKO010000079.1	9234	190155	180921	5	5	+	0	contig_end	contig_end	202172	4.0	44570.5	44210.0	45704.0	0.0
