assembly	array	contig	start	end	span	n_18S	n_28S	strand	mixed_strand	left	right	contig_len	n_periods	period_median	period_min	period_max	n_identical
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#CM087450.1:2862882	HG02165#1#CM087450.1	2862882	3134392	271510	7	7	+	0	flank+DJ	gap	95191718	6.0	44938.5	44910.0	44979.0	0.0
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#CM087455.1:3430904	HG02165#1#CM087455.1	3430904	3648060	217156	6	5	+	0	flank+DJ	flank	47276602	5.0	44730.0	40316.0	44884.0	0.0
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000011.1:27926	HG02165#1#JBHDWW010000011.1	27926	525339	497413	12	11	+	0	contig_end	flank	95551955	11.0	44990.0	44837.0	46096.0	0.0
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000017.1:79	HG02165#1#JBHDWW010000017.1	79	181189	181110	5	4	+	0	contig_end	flank	40268932	4.0	44967.0	44333.0	44976.0	0.0
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000018.1:18596	HG02165#1#JBHDWW010000018.1	18596	65318	46722	2	2	+	0	contig_end	contig_end	89686	1.0	44853.0	44853.0	44853.0	0.0
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000019.1:20345	HG02165#1#JBHDWW010000019.1	20345	67038	46693	2	2	+	0	contig_end	contig_end	76330	1.0	44824.0	44824.0	44824.0	0.0
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000027.1:24357	HG02165#1#JBHDWW010000027.1	24357	247072	222715	6	6	+	0	contig_end	contig_end	285043	5.0	44873.0	41346.0	44888.0	0.0
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000029.1:44445	HG02165#1#JBHDWW010000029.1	44445	46314	1869	1	1	+	0	contig_end	contig_end	60689					
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000032.1:7944	HG02165#1#JBHDWW010000032.1	7944	98073	90129	3	2	+	0	contig_end	contig_end	104189	2.0	44130.0	44109.0	44151.0	0.0
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000033.1:38079	HG02165#1#JBHDWW010000033.1	38079	39948	1869	1	1	+	0	contig_end	contig_end	77326					
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000034.1:24709	HG02165#1#JBHDWW010000034.1	24709	291736	267027	7	7	+	0	contig_end	contig_end	328029	6.0	44080.0	43994.0	44845.0	0.0
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000035.1:30008	HG02165#1#JBHDWW010000035.1	30008	75949	45941	2	1	+	0	contig_end	contig_end	77115	1.0	44072.0	44072.0	44072.0	0.0
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000036.1:14325	HG02165#1#JBHDWW010000036.1	14325	59627	45302	2	2	+	0	contig_end	contig_end	95396	1.0	43433.0	43433.0	43433.0	0.0
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000037.1:10893	HG02165#1#JBHDWW010000037.1	10893	98036	87143	3	3	+	0	contig_end	contig_end	110060	2.0	42637.0	41200.0	44074.0	0.0
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000040.1:15953	HG02165#1#JBHDWW010000040.1	15953	62671	46718	2	1	+	0	contig_end	contig_end	63300	1.0	44849.0	44849.0	44849.0	0.0
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000052.1:2756885	HG02165#1#JBHDWW010000052.1	2756885	3118006	361121	9	8	+	0	flank+DJ	flank	3727218	8.0	44885.0	44850.0	45072.0	0.0
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000053.1:4429436	HG02165#1#JBHDWW010000053.1	4429436	4924718	495282	12	12	+	0	flank+DJ	contig_end	4937676	11.0	44849.0	44830.0	44938.0	0.0
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000055.1:44801	HG02165#1#JBHDWW010000055.1	44801	136303	91502	3	2	+	0	contig_end	flank	5853662	2.0	44816.5	43232.0	46401.0	0.0
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000056.1:13951	HG02165#1#JBHDWW010000056.1	13951	175302	161351	5	3	+	0	contig_end	contig_end	177307	4.0	44822.5	24986.0	44851.0	0.0
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000057.1:15730	HG02165#1#JBHDWW010000057.1	15730	465451	449721	11	11	+	0	contig_end	contig_end	490256	10.0	44935.0	43405.0	48686.0	0.0
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000059.1:21776	HG02165#1#JBHDWW010000059.1	21776	113630	91854	3	3	+	0	contig_end	contig_end	134992	2.0	44992.5	44987.0	44998.0	0.0
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000062.1:13013	HG02165#1#JBHDWW010000062.1	13013	106912	93899	3	3	+	0	contig_end	contig_end	136881	2.0	46015.0	44958.0	47072.0	0.0
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000064.1:32802	HG02165#1#JBHDWW010000064.1	32802	592579	559777	14	14	+	0	contig_end	contig_end	628212	13.0	44050.0	39700.0	45683.0	2.0
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000065.1:4146	HG02165#1#JBHDWW010000065.1	4146	140880	136734	4	3	+	0	contig_end	contig_end	145633	3.0	44935.0	44925.0	45005.0	0.0
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000066.1:34116	HG02165#1#JBHDWW010000066.1	34116	80824	46708	2	2	+	0	contig_end	contig_end	88087	1.0	44839.0	44839.0	44839.0	0.0
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000067.1:34842	HG02165#1#JBHDWW010000067.1	34842	77928	43086	2	2	+	0	contig_end	contig_end	115117	1.0	41217.0	41217.0	41217.0	0.0
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000070.1:15844	HG02165#1#JBHDWW010000070.1	15844	108438	92594	3	3	+	0	contig_end	contig_end	139234	2.0	45362.5	44830.0	45895.0	0.0
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000074.1:18864	HG02165#1#JBHDWW010000074.1	18864	20733	1869	1	1	+	0	contig_end	contig_end	51963					
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000076.1:34908	HG02165#1#JBHDWW010000076.1	34908	36777	1869	1	1	+	0	contig_end	contig_end	66263					
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000078.1:32427	HG02165#1#JBHDWW010000078.1	32427	79108	46681	2	1	+	0	contig_end	contig_end	85305	1.0	44812.0	44812.0	44812.0	0.0
HG02165_hap1_hprc_r2_v1.0.1	HG02165#1#JBHDWW010000079.1:929	HG02165#1#JBHDWW010000079.1	929	91110	90181	3	3	+	0	contig_end	contig_end	107729	2.0	44156.0	44153.0	44159.0	0.0
