assembly	array	contig	start	end	span	n_18S	n_28S	strand	mixed_strand	left	right	contig_len	n_periods	period_median	period_min	period_max	n_identical
NA19185_hap2_hprc_r2_v1.0.1	NA19185#2#CM087747.1:2439338	NA19185#2#CM087747.1	2439338	2751405	312067	8	7	+	0	flank+DJ	flank	109911513	7.0	44340.0	44158.0	44349.0	0.0
NA19185_hap2_hprc_r2_v1.0.1	NA19185#2#CM087748.1:3323809	NA19185#2#CM087748.1	3323809	4340873	1017064	24	23	+	0	flank+DJ	flank	101623835	23.0	44122.0	43344.0	44882.0	2.0
NA19185_hap2_hprc_r2_v1.0.1	NA19185#2#JBHDXS010000009.1:43079	NA19185#2#JBHDXS010000009.1	43079	44948	1869	1	0	+	0	contig_end	flank	40312558					
NA19185_hap2_hprc_r2_v1.0.1	NA19185#2#JBHDXS010000011.1:3429	NA19185#2#JBHDXS010000011.1	3429	140152	136723	4	4	+	0	contig_end	flank	91703444	3.0	44953.0	44942.0	44959.0	0.0
NA19185_hap2_hprc_r2_v1.0.1	NA19185#2#JBHDXS010000013.1:39205	NA19185#2#JBHDXS010000013.1	39205	41074	1869	1	1	+	0	contig_end	gap	47635318					
NA19185_hap2_hprc_r2_v1.0.1	NA19185#2#JBHDXS010000013.1:215705	NA19185#2#JBHDXS010000013.1	215705	262400	46695	2	1	+	0	gap	flank	47635318	1.0	44826.0	44826.0	44826.0	0.0
NA19185_hap2_hprc_r2_v1.0.1	NA19185#2#JBHDXS010000016.1:38670	NA19185#2#JBHDXS010000016.1	38670	261868	223198	6	5	+	0	contig_end	contig_end	264840	5.0	44260.0	44197.0	44316.0	0.0
NA19185_hap2_hprc_r2_v1.0.1	NA19185#2#JBHDXS010000019.1:3236	NA19185#2#JBHDXS010000019.1	3236	319748	316512	8	8	+	0	contig_end	contig_end	359600	7.0	44957.0	44923.0	44967.0	0.0
NA19185_hap2_hprc_r2_v1.0.1	NA19185#2#JBHDXS010000020.1:40954	NA19185#2#JBHDXS010000020.1	40954	42823	1869	1	1	+	0	contig_end	contig_end	78599					
NA19185_hap2_hprc_r2_v1.0.1	NA19185#2#JBHDXS010000021.1:2092	NA19185#2#JBHDXS010000021.1	2092	180903	178811	5	5	+	0	contig_end	contig_end	221185	4.0	44246.5	44195.0	44254.0	0.0
NA19185_hap2_hprc_r2_v1.0.1	NA19185#2#JBHDXS010000022.1:31130	NA19185#2#JBHDXS010000022.1	31130	32999	1869	1	1	+	0	contig_end	contig_end	54731					
NA19185_hap2_hprc_r2_v1.0.1	NA19185#2#JBHDXS010000027.1:36374	NA19185#2#JBHDXS010000027.1	36374	83164	46790	2	2	+	0	contig_end	contig_end	123561	1.0	44921.0	44921.0	44921.0	0.0
