assembly	array	contig	start	end	span	n_18S	n_28S	strand	mixed_strand	left	right	contig_len	n_periods	period_median	period_min	period_max	n_identical
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#CM088435.1:2827253	HG04160#1#CM088435.1	2827253	2962604	135351	4	3	+	0	flank+DJ	flank	43155025	3.0	44378.0	44242.0	44864.0	0.0
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000014.1:43576	HG04160#1#JBHIGW010000014.1	43576	313958	270382	7	6	+	0	contig_end	flank	45208858	6.0	44848.5	44141.0	44972.0	0.0
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000020.1:3224123	HG04160#1#JBHIGW010000020.1	3224123	3769369	545246	13	12	+	0	flank+DJ	flank	5037051	12.0	45733.5	43701.0	47237.0	0.0
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000033.1:41572	HG04160#1#JBHIGW010000033.1	41572	87457	45885	2	2	+	0	contig_end	contig_end	120676	1.0	44016.0	44016.0	44016.0	0.0
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000036.1:40984	HG04160#1#JBHIGW010000036.1	40984	86784	45800	2	2	+	0	contig_end	contig_end	105856	1.0	43931.0	43931.0	43931.0	0.0
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000038.1:22249	HG04160#1#JBHIGW010000038.1	22249	68960	46711	2	2	+	0	contig_end	contig_end	78066	1.0	44842.0	44842.0	44842.0	0.0
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000039.1:36952	HG04160#1#JBHIGW010000039.1	36952	82876	45924	2	2	+	0	contig_end	contig_end	101335	1.0	44055.0	44055.0	44055.0	0.0
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000040.1:16700	HG04160#1#JBHIGW010000040.1	16700	155366	138666	4	3	+	0	contig_end	contig_end	158122	3.0	45596.0	45595.0	45606.0	0.0
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000041.1:9378	HG04160#1#JBHIGW010000041.1	9378	103216	93838	3	3	+	0	contig_end	contig_end	122127	2.0	45984.5	45962.0	46007.0	0.0
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000043.1:38047	HG04160#1#JBHIGW010000043.1	38047	39916	1869	1	1	+	0	contig_end	contig_end	58716					
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000045.1:39570	HG04160#1#JBHIGW010000045.1	39570	41439	1869	1	1	+	0	contig_end	contig_end	71470					
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000046.1:37407	HG04160#1#JBHIGW010000046.1	37407	127369	89962	3	2	+	0	contig_end	contig_end	132502	2.0	44046.5	43697.0	44396.0	0.0
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000047.1:11084	HG04160#1#JBHIGW010000047.1	11084	57851	46767	2	2	+	0	contig_end	contig_end	83533	1.0	44898.0	44898.0	44898.0	0.0
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000062.1:36242	HG04160#1#JBHIGW010000062.1	36242	127293	91051	3	2	+	0	contig_end	flank	97161192	2.0	44591.0	44236.0	44946.0	0.0
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000064.1:6507372	HG04160#1#JBHIGW010000064.1	6507372	6594356	86984	3	2	-	0	flank	flank+DJ	10115386	2.0	42557.5	41109.0	44006.0	0.0
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000068.1:3024372	HG04160#1#JBHIGW010000068.1	3024372	3026241	1869	1	1	+	0	flank+DJ	contig_end	3062541					
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000074.1:2648779	HG04160#1#JBHIGW010000074.1	2648779	2695670	46891	2	1	+	0	flank+DJ	contig_end	2700378	1.0	45022.0	45022.0	45022.0	0.0
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000081.1:26442	HG04160#1#JBHIGW010000081.1	26442	28311	1869	1	1	+	0	contig_end	contig_end	64990					
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000082.1:9922	HG04160#1#JBHIGW010000082.1	9922	191804	181882	5	5	+	0	contig_end	contig_end	227762	4.0	44916.0	43932.0	46249.0	0.0
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000085.1:29460	HG04160#1#JBHIGW010000085.1	29460	31329	1869	1	1	+	0	contig_end	contig_end	67962					
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000086.1:33718	HG04160#1#JBHIGW010000086.1	33718	35587	1869	1	1	+	0	contig_end	contig_end	51872					
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000088.1:31273	HG04160#1#JBHIGW010000088.1	31273	33142	1869	1	1	+	0	contig_end	contig_end	62795					
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000092.1:40458	HG04160#1#JBHIGW010000092.1	40458	130913	90455	3	3	+	0	contig_end	contig_end	149527	2.0	44293.0	44282.0	44304.0	0.0
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000096.1:13082	HG04160#1#JBHIGW010000096.1	13082	59724	46642	2	2	+	0	contig_end	contig_end	95664	1.0	44773.0	44773.0	44773.0	0.0
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000097.1:36757	HG04160#1#JBHIGW010000097.1	36757	83564	46807	2	1	+	0	contig_end	contig_end	86269	1.0	44938.0	44938.0	44938.0	0.0
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000098.1:23315	HG04160#1#JBHIGW010000098.1	23315	114845	91530	3	3	+	0	contig_end	contig_end	123704	2.0	44830.5	44820.0	44841.0	0.0
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000099.1:17992	HG04160#1#JBHIGW010000099.1	17992	19861	1869	1	1	+	0	contig_end	contig_end	58758					
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000101.1:11591	HG04160#1#JBHIGW010000101.1	11591	59428	47837	2	2	+	0	contig_end	contig_end	90858	1.0	45968.0	45968.0	45968.0	0.0
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000102.1:27342	HG04160#1#JBHIGW010000102.1	27342	119238	91896	3	3	+	0	contig_end	contig_end	154485	2.0	45013.5	45011.0	45016.0	0.0
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000103.1:22405	HG04160#1#JBHIGW010000103.1	22405	69875	47470	2	2	+	0	contig_end	contig_end	91201	1.0	45601.0	45601.0	45601.0	0.0
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000104.1:10445	HG04160#1#JBHIGW010000104.1	10445	12314	1869	1	1	+	0	contig_end	contig_end	50142					
HG04160_pat_hprc_r2_v1.0.1	HG04160#1#JBHIGW010000107.1:39487	HG04160#1#JBHIGW010000107.1	39487	41356	1869	1	1	+	0	contig_end	contig_end	68668					
