assembly	array	contig	start	end	span	n_18S	n_28S	strand	mixed_strand	left	right	contig_len	n_periods	period_median	period_min	period_max	n_identical
HG03195_hap1_hprc_r2_v1.0.1	HG03195#1#CM087064.1:5322480	HG03195#1#CM087064.1	5322480	5324349	1869	1	1	+	0	flank+DJ	gap	94805626					
HG03195_hap1_hprc_r2_v1.0.1	HG03195#1#CM087068.1:3399808	HG03195#1#CM087068.1	3399808	4065612	665804	16	15	+	0	flank+DJ	flank	47961131	15.0	43794.0	43751.0	47037.0	0.0
HG03195_hap1_hprc_r2_v1.0.1	HG03195#1#JBHDVU010000004.1:27922	HG03195#1#JBHDVU010000004.1	27922	566553	538631	13	13	+	0	contig_end	flank	103519709	12.0	44244.0	24895.0	68622.0	0.0
HG03195_hap1_hprc_r2_v1.0.1	HG03195#1#JBHDVU010000017.1:36157	HG03195#1#JBHDVU010000017.1	36157	127654	91497	3	1	+	0	contig_end	flank	3562833	2.0	44814.0	44173.0	45455.0	0.0
HG03195_hap1_hprc_r2_v1.0.1	HG03195#1#JBHDVU010000020.1:12238	HG03195#1#JBHDVU010000020.1	12238	193640	181402	5	5	+	0	contig_end	contig_end	236690	4.0	44886.0	44868.0	44893.0	0.0
HG03195_hap1_hprc_r2_v1.0.1	HG03195#1#JBHDVU010000022.1:23819	HG03195#1#JBHDVU010000022.1	23819	507689	483870	12	12	+	0	contig_end	contig_end	515497	11.0	44152.0	39717.0	44839.0	0.0
HG03195_hap1_hprc_r2_v1.0.1	HG03195#1#JBHDVU010000024.1:43952	HG03195#1#JBHDVU010000024.1	43952	495265	451313	11	11	+	0	contig_end	contig_end	510527	10.0	44987.0	44480.0	45056.0	0.0
HG03195_hap1_hprc_r2_v1.0.1	HG03195#1#JBHDVU010000025.1:14306	HG03195#1#JBHDVU010000025.1	14306	16175	1869	1	1	+	0	contig_end	contig_end	55007					
HG03195_hap1_hprc_r2_v1.0.1	HG03195#1#JBHDVU010000026.1:2941	HG03195#1#JBHDVU010000026.1	2941	137474	134533	4	4	+	0	contig_end	contig_end	170561	3.0	44224.0	44206.0	44234.0	0.0
HG03195_hap1_hprc_r2_v1.0.1	HG03195#1#JBHDVU010000027.1:29130	HG03195#1#JBHDVU010000027.1	29130	163656	134526	4	4	+	0	contig_end	contig_end	181295	3.0	44217.0	44215.0	44225.0	0.0
HG03195_hap1_hprc_r2_v1.0.1	HG03195#1#JBHDVU010000029.1:43763	HG03195#1#JBHDVU010000029.1	43763	91157	47394	2	2	+	0	contig_end	contig_end	114037	1.0	45525.0	45525.0	45525.0	0.0
HG03195_hap1_hprc_r2_v1.0.1	HG03195#1#JBHDVU010000030.1:32934	HG03195#1#JBHDVU010000030.1	32934	34803	1869	1	1	+	0	contig_end	contig_end	74644					
HG03195_hap1_hprc_r2_v1.0.1	HG03195#1#JBHDVU010000032.1:32551	HG03195#1#JBHDVU010000032.1	32551	124347	91796	3	3	+	0	contig_end	contig_end	149719	2.0	44963.5	44946.0	44981.0	0.0
HG03195_hap1_hprc_r2_v1.0.1	HG03195#1#JBHDVU010000034.1:7491	HG03195#1#JBHDVU010000034.1	7491	53668	46177	2	2	+	0	contig_end	contig_end	67370	1.0	44308.0	44308.0	44308.0	0.0
HG03195_hap1_hprc_r2_v1.0.1	HG03195#1#JBHDVU010000037.1:24107	HG03195#1#JBHDVU010000037.1	24107	162578	138471	4	3	+	0	contig_end	contig_end	167849	3.0	45534.0	45531.0	45537.0	0.0
HG03195_hap1_hprc_r2_v1.0.1	HG03195#1#JBHDVU010000038.1:16099	HG03195#1#JBHDVU010000038.1	16099	106599	90500	3	3	+	0	contig_end	contig_end	124069	2.0	44315.5	44312.0	44319.0	0.0
