assembly	array	contig	start	end	span	n_18S	n_28S	strand	mixed_strand	left	right	contig_len	n_periods	period_median	period_min	period_max	n_identical
HG02165_hap2_hprc_r2_v1.0.1	HG02165#2#CM087465.1:2665655	HG02165#2#CM087465.1	2665655	2761129	95474	3	2	+	0	flank+DJ	flank	99363219	2.0	46802.5	44972.0	48633.0	0.0
HG02165_hap2_hprc_r2_v1.0.1	HG02165#2#JBHDWX010000013.1:25548	HG02165#2#JBHDWX010000013.1	25548	205915	180367	5	4	+	0	contig_end	flank	39742659	4.0	44583.5	44353.0	44978.0	0.0
HG02165_hap2_hprc_r2_v1.0.1	HG02165#2#JBHDWX010000014.1:10261	HG02165#2#JBHDWX010000014.1	10261	234287	224026	6	6	+	0	contig_end	flank	90524678	5.0	44210.0	44034.0	44884.0	0.0
HG02165_hap2_hprc_r2_v1.0.1	HG02165#2#JBHDWX010000021.1:31308	HG02165#2#JBHDWX010000021.1	31308	213215	181907	5	4	+	0	contig_end	flank	6629818	4.0	45189.5	44195.0	45464.0	0.0
HG02165_hap2_hprc_r2_v1.0.1	HG02165#2#JBHDWX010000023.1:3459780	HG02165#2#JBHDWX010000023.1	3459780	3461649	1869	1	1	+	0	flank+DJ	contig_end	3491165					
HG02165_hap2_hprc_r2_v1.0.1	HG02165#2#JBHDWX010000025.1:7390	HG02165#2#JBHDWX010000025.1	7390	158934	151544	4	3	+	0	contig_end	contig_end	160939	3.0	44835.0	44821.0	60019.0	0.0
HG02165_hap2_hprc_r2_v1.0.1	HG02165#2#JBHDWX010000027.1:22421	HG02165#2#JBHDWX010000027.1	22421	286873	264452	7	6	+	0	contig_end	contig_end	291873	6.0	44128.0	41182.0	44931.0	0.0
HG02165_hap2_hprc_r2_v1.0.1	HG02165#2#JBHDWX010000028.1:79	HG02165#2#JBHDWX010000028.1	79	405063	404984	10	9	+	0	contig_end	contig_end	409818	9.0	44966.0	43439.0	44973.0	0.0
HG02165_hap2_hprc_r2_v1.0.1	HG02165#2#JBHDWX010000029.1:26806	HG02165#2#JBHDWX010000029.1	26806	166808	140002	4	4	+	0	contig_end	contig_end	191586	3.0	46050.0	45974.0	46109.0	0.0
HG02165_hap2_hprc_r2_v1.0.1	HG02165#2#JBHDWX010000032.1:32521	HG02165#2#JBHDWX010000032.1	32521	110083	77562	3	2	+	0	contig_end	contig_end	129866	2.0	37846.5	30817.0	44876.0	0.0
HG02165_hap2_hprc_r2_v1.0.1	HG02165#2#JBHDWX010000034.1:23824	HG02165#2#JBHDWX010000034.1	23824	109514	85690	3	3	+	0	contig_end	contig_end	129064	2.0	41910.5	39700.0	44121.0	0.0
HG02165_hap2_hprc_r2_v1.0.1	HG02165#2#JBHDWX010000036.1:38214	HG02165#2#JBHDWX010000036.1	38214	305559	267345	7	7	+	0	contig_end	contig_end	321230	6.0	44467.0	43418.0	44867.0	0.0
