assembly	array	contig	start	end	span	n_18S	n_28S	strand	mixed_strand	left	right	contig_len	n_periods	period_median	period_min	period_max	n_identical
NA20905_hap1_hprc_r2_v1.0.1	NA20905#1#JBHDWY010000009.1:16051	NA20905#1#JBHDWY010000009.1	16051	283838	267787	7	6	+	0	contig_end	flank	40155928	6.0	44483.5	43599.0	44841.0	0.0
NA20905_hap1_hprc_r2_v1.0.1	NA20905#1#JBHDWY010000011.1:32677	NA20905#1#JBHDWY010000011.1	32677	211295	178618	5	4	+	0	contig_end	flank	102361315	4.0	44368.0	43215.0	44798.0	0.0
NA20905_hap1_hprc_r2_v1.0.1	NA20905#1#JBHDWY010000013.1:36311	NA20905#1#JBHDWY010000013.1	36311	304312	268001	6	5	+	0	contig_end	gap	92174786	5.0	44271.0	44260.0	88532.0	0.0
NA20905_hap1_hprc_r2_v1.0.1	NA20905#1#JBHDWY010000013.1:579246	NA20905#1#JBHDWY010000013.1	579246	935869	356623	9	8	+	0	gap	flank	92174786	8.0	44755.0	43332.0	44814.0	0.0
NA20905_hap1_hprc_r2_v1.0.1	NA20905#1#JBHDWY010000015.1:6378	NA20905#1#JBHDWY010000015.1	6378	233372	226994	6	5	+	0	contig_end	flank	44280629	5.0	45086.0	43396.0	46110.0	0.0
NA20905_hap1_hprc_r2_v1.0.1	NA20905#1#JBHDWY010000021.1:38576	NA20905#1#JBHDWY010000021.1	38576	40445	1869	1	1	+	0	contig_end	contig_end	64874					
NA20905_hap1_hprc_r2_v1.0.1	NA20905#1#JBHDWY010000022.1:2548	NA20905#1#JBHDWY010000022.1	2548	964730	962182	23	22	+	0	contig_end	contig_end	964730	22.0	44290.0	39628.0	46100.0	0.0
NA20905_hap1_hprc_r2_v1.0.1	NA20905#1#JBHDWY010000026.1:4194	NA20905#1#JBHDWY010000026.1	4194	52157	47963	2	2	+	0	contig_end	contig_end	73306	1.0	46093.0	46093.0	46093.0	0.0
NA20905_hap1_hprc_r2_v1.0.1	NA20905#1#JBHDWY010000029.1:20566	NA20905#1#JBHDWY010000029.1	20566	157000	136434	4	4	+	0	contig_end	contig_end	201393	3.0	44847.0	44844.0	44874.0	0.0
NA20905_hap1_hprc_r2_v1.0.1	NA20905#1#JBHDWY010000030.1:14010	NA20905#1#JBHDWY010000030.1	14010	369598	355588	9	9	+	0	contig_end	contig_end	398552	8.0	44133.0	44084.0	44820.0	0.0
