assembly	array	contig	start	end	span	n_18S	n_28S	strand	mixed_strand	left	right	contig_len	n_periods	period_median	period_min	period_max	n_identical
HG02074_mat_hprc_r2_v1.0.1	HG02074#2#CM088302.1:3404372	HG02074#2#CM088302.1	3404372	3613447	209075	6	5	+	0	flank+DJ	flank	107105750	5.0	39720.0	39670.0	44810.0	0.0
HG02074_mat_hprc_r2_v1.0.1	HG02074#2#CM088306.1:3227338	HG02074#2#CM088306.1	3227338	3367219	139881	4	3	+	0	flank+DJ	flank	43207171	3.0	45969.0	45959.0	46081.0	0.0
HG02074_mat_hprc_r2_v1.0.1	HG02074#2#JBHIGL010000011.1:36988	HG02074#2#JBHIGL010000011.1	36988	532253	495265	13	12	+	0	contig_end	flank	95162822	12.0	40442.5	39703.0	44880.0	0.0
HG02074_mat_hprc_r2_v1.0.1	HG02074#2#JBHIGL010000019.1:180404	HG02074#2#JBHIGL010000019.1	180404	424194	243790	7	6	+	0	flank+DJ	flank	16152050	6.0	40319.5	40296.0	40349.0	0.0
HG02074_mat_hprc_r2_v1.0.1	HG02074#2#JBHIGL010000022.1:30991	HG02074#2#JBHIGL010000022.1	30991	256188	225197	6	5	+	0	contig_end	contig_end	260840	5.0	44781.0	44171.0	44811.0	0.0
HG02074_mat_hprc_r2_v1.0.1	HG02074#2#JBHIGL010000030.1:12518	HG02074#2#JBHIGL010000030.1	12518	59183	46665	2	2	+	0	contig_end	contig_end	80364	1.0	44796.0	44796.0	44796.0	0.0
HG02074_mat_hprc_r2_v1.0.1	HG02074#2#JBHIGL010000040.1:39309	HG02074#2#JBHIGL010000040.1	39309	164594	125285	4	4	+	0	contig_end	contig_end	202690	3.0	39699.0	39673.0	44046.0	0.0
HG02074_mat_hprc_r2_v1.0.1	HG02074#2#JBHIGL010000041.1:4171	HG02074#2#JBHIGL010000041.1	4171	50798	46627	2	2	+	0	contig_end	contig_end	73203	1.0	44758.0	44758.0	44758.0	0.0
HG02074_mat_hprc_r2_v1.0.1	HG02074#2#JBHIGL010000048.1:3674	HG02074#2#JBHIGL010000048.1	3674	96642	92968	3	3	+	0	contig_end	contig_end	136069	2.0	45549.5	45528.0	45571.0	0.0
HG02074_mat_hprc_r2_v1.0.1	HG02074#2#JBHIGL010000054.1:33206	HG02074#2#JBHIGL010000054.1	33206	35075	1869	1	1	+	0	contig_end	contig_end	64054					
HG02074_mat_hprc_r2_v1.0.1	HG02074#2#JBHIGL010000061.1:4939	HG02074#2#JBHIGL010000061.1	4939	276256	271317	7	5	+	1	contig_end	flank	96589961	5.0	47132.0	43408.0	86918.0	0.0
HG02074_mat_hprc_r2_v1.0.1	HG02074#2#JBHIGL010000076.1:2376913	HG02074#2#JBHIGL010000076.1	2376913	2601058	224145	6	6	+	0	flank+DJ	contig_end	2616335	5.0	44750.0	43416.0	44943.0	0.0
HG02074_mat_hprc_r2_v1.0.1	HG02074#2#JBHIGL010000086.1:180528	HG02074#2#JBHIGL010000086.1	180528	341187	160659	4	5	+	0	flank+DJ	contig_end	365758	3.0	44790.0	44771.0	69229.0	0.0
HG02074_mat_hprc_r2_v1.0.1	HG02074#2#JBHIGL010000089.1:11155	HG02074#2#JBHIGL010000089.1	11155	57816	46661	2	1	+	0	contig_end	contig_end	64426	1.0	44792.0	44792.0	44792.0	0.0
HG02074_mat_hprc_r2_v1.0.1	HG02074#2#JBHIGL010000090.1:40202	HG02074#2#JBHIGL010000090.1	40202	179246	139044	4	4	+	0	contig_end	contig_end	199425	3.0	44979.0	44976.0	47220.0	0.0
HG02074_mat_hprc_r2_v1.0.1	HG02074#2#JBHIGL010000093.1:10626	HG02074#2#JBHIGL010000093.1	10626	52792	42166	2	2	+	0	contig_end	contig_end	80614	1.0	40297.0	40297.0	40297.0	0.0
HG02074_mat_hprc_r2_v1.0.1	HG02074#2#JBHIGL010000095.1:9105	HG02074#2#JBHIGL010000095.1	9105	95605	86500	3	3	+	0	contig_end	contig_end	104944	2.0	42315.5	39713.0	44918.0	0.0
HG02074_mat_hprc_r2_v1.0.1	HG02074#2#JBHIGL010000097.1:14513	HG02074#2#JBHIGL010000097.1	14513	16382	1869	1	1	+	0	contig_end	contig_end	54476					
