assembly	array	contig	start	end	span	n_18S	n_28S	strand	mixed_strand	left	right	contig_len	n_periods	period_median	period_min	period_max	n_identical
HG00126_hap2_hprc_r2_v1.0.1	HG00126#2#CM090131.1:3609203	HG00126#2#CM090131.1	3609203	3829878	220675	6	5	+	0	flank+DJ	flank	101948476	5.0	43356.0	43349.0	45376.0	0.0
HG00126_hap2_hprc_r2_v1.0.1	HG00126#2#JBHIKV010000005.1:14197	HG00126#2#JBHIKV010000005.1	14197	102333	88136	3	2	+	0	contig_end	flank	89376942	2.0	43133.5	41339.0	44928.0	0.0
HG00126_hap2_hprc_r2_v1.0.1	HG00126#2#JBHIKV010000009.1:9874	HG00126#2#JBHIKV010000009.1	9874	312050	302176	7	7	+	0	contig_end	flank	102765133	6.0	49329.5	44811.0	58173.0	0.0
HG00126_hap2_hprc_r2_v1.0.1	HG00126#2#JBHIKV010000014.1:28170	HG00126#2#JBHIKV010000014.1	28170	161809	133639	4	3	+	0	contig_end	flank	40000609	3.0	43511.0	43377.0	44881.0	0.0
HG00126_hap2_hprc_r2_v1.0.1	HG00126#2#JBHIKV010000015.1:41863	HG00126#2#JBHIKV010000015.1	41863	88579	46716	2	1	+	0	contig_end	flank	4677109	1.0	44847.0	44847.0	44847.0	0.0
HG00126_hap2_hprc_r2_v1.0.1	HG00126#2#JBHIKV010000017.1:19143	HG00126#2#JBHIKV010000017.1	19143	197673	178530	5	4	+	0	contig_end	contig_end	200396	4.0	44372.0	43317.0	44600.0	0.0
HG00126_hap2_hprc_r2_v1.0.1	HG00126#2#JBHIKV010000018.1:4008	HG00126#2#JBHIKV010000018.1	4008	363867	359859	9	9	+	0	contig_end	contig_end	402548	8.0	44550.5	44292.0	46010.0	0.0
HG00126_hap2_hprc_r2_v1.0.1	HG00126#2#JBHIKV010000019.1:44705	HG00126#2#JBHIKV010000019.1	44705	46574	1869	1	1	+	0	contig_end	gap	929049					
HG00126_hap2_hprc_r2_v1.0.1	HG00126#2#JBHIKV010000019.1:626221	HG00126#2#JBHIKV010000019.1	626221	897315	271094	7	7	+	0	gap	contig_end	929049	6.0	44862.0	44845.0	44934.0	0.0
HG00126_hap2_hprc_r2_v1.0.1	HG00126#2#JBHIKV010000020.1:24131	HG00126#2#JBHIKV010000020.1	24131	215837	191706	5	5	+	0	contig_end	contig_end	245460	4.0	44114.5	43390.0	58223.0	0.0
HG00126_hap2_hprc_r2_v1.0.1	HG00126#2#JBHIKV010000021.1:2103	HG00126#2#JBHIKV010000021.1	2103	358952	356849	9	9	+	0	contig_end	contig_end	382129	8.0	44204.0	44133.0	44919.0	0.0
HG00126_hap2_hprc_r2_v1.0.1	HG00126#2#JBHIKV010000022.1:22905	HG00126#2#JBHIKV010000022.1	22905	24774	1869	1	1	+	0	contig_end	contig_end	61883					
HG00126_hap2_hprc_r2_v1.0.1	HG00126#2#JBHIKV010000024.1:5333	HG00126#2#JBHIKV010000024.1	5333	51292	45959	2	2	+	0	contig_end	contig_end	87300	1.0	44090.0	44090.0	44090.0	0.0
HG00126_hap2_hprc_r2_v1.0.1	HG00126#2#JBHIKV010000025.1:5945	HG00126#2#JBHIKV010000025.1	5945	51897	45952	2	2	+	0	contig_end	contig_end	73064	1.0	44083.0	44083.0	44083.0	0.0
