assembly	array	contig	start	end	span	n_18S	n_28S	strand	mixed_strand	left	right	contig_len	n_periods	period_median	period_min	period_max	n_identical
HG01358_mat_hprc_r2_v1.0.1	HG01358#2#CM089075.1:3085031	HG01358#2#CM089075.1	3085031	3221663	136632	4	3	+	0	flank+DJ	flank	94285690	3.0	44926.0	44911.0	44929.0	0.0
HG01358_mat_hprc_r2_v1.0.1	HG01358#2#CM089080.1:6186512	HG01358#2#CM089080.1	6186512	6685980	499468	12	11	+	0	flank+DJ	flank	50171275	11.0	44982.0	44375.0	46187.0	0.0
HG01358_mat_hprc_r2_v1.0.1	HG01358#2#JAGYZA020000012.1:18058	HG01358#2#JAGYZA020000012.1	18058	286864	268806	7	6	+	0	contig_end	flank	45991374	6.0	44799.0	43314.0	44983.0	0.0
HG01358_mat_hprc_r2_v1.0.1	HG01358#2#JAGYZA020000019.1:22689	HG01358#2#JAGYZA020000019.1	22689	278446	255757	7	5	+	0	contig_end	flank	39014592	6.0	44696.0	17860.0	57244.0	0.0
HG01358_mat_hprc_r2_v1.0.1	HG01358#2#JAGYZA020000024.1:17994	HG01358#2#JAGYZA020000024.1	17994	152903	134909	4	4	+	0	contig_end	contig_end	179886	3.0	44777.0	43344.0	44919.0	0.0
HG01358_mat_hprc_r2_v1.0.1	HG01358#2#JAGYZA020000025.1:5878	HG01358#2#JAGYZA020000025.1	5878	52612	46734	2	2	+	0	contig_end	contig_end	89723	1.0	44865.0	44865.0	44865.0	0.0
HG01358_mat_hprc_r2_v1.0.1	HG01358#2#JAGYZA020000028.1:31305	HG01358#2#JAGYZA020000028.1	31305	33174	1869	1	1	+	0	contig_end	contig_end	51367					
HG01358_mat_hprc_r2_v1.0.1	HG01358#2#JAGYZA020000031.1:36883	HG01358#2#JAGYZA020000031.1	36883	38752	1869	1	1	+	0	contig_end	contig_end	55438					
HG01358_mat_hprc_r2_v1.0.1	HG01358#2#JAGYZA020000032.1:36948	HG01358#2#JAGYZA020000032.1	36948	83728	46780	2	1	+	0	contig_end	contig_end	84053	1.0	44911.0	44911.0	44911.0	0.0
HG01358_mat_hprc_r2_v1.0.1	HG01358#2#JAGYZA020000035.1:10578	HG01358#2#JAGYZA020000035.1	10578	146459	135881	4	4	+	0	contig_end	contig_end	157184	3.0	44862.0	44268.0	44882.0	0.0
