assembly	array	contig	start	end	span	n_18S	n_28S	strand	mixed_strand	left	right	contig_len	n_periods	period_median	period_min	period_max	n_identical
NA19240_pat_hprc_r2_v1.0.1	NA19240#1#JAHEOM020000012.1:5387	NA19240#1#JAHEOM020000012.1	5387	541477	536090	13	12	+	0	contig_end	flank	98463486	12.0	44241.5	43783.0	45588.0	0.0
NA19240_pat_hprc_r2_v1.0.1	NA19240#1#JAHEOM020000014.1:41521	NA19240#1#JAHEOM020000014.1	41521	87534	46013	2	1	+	0	contig_end	flank	5416289	1.0	44144.0	44144.0	44144.0	0.0
NA19240_pat_hprc_r2_v1.0.1	NA19240#1#JAHEOM020000016.1:38718	NA19240#1#JAHEOM020000016.1	38718	216580	177862	5	4	+	0	contig_end	flank	44430177	4.0	43953.0	43918.0	44169.0	0.0
NA19240_pat_hprc_r2_v1.0.1	NA19240#1#JAHEOM020000017.1:42886	NA19240#1#JAHEOM020000017.1	42886	441338	398452	10	9	+	0	contig_end	flank	39249016	9.0	44188.0	41245.0	44937.0	0.0
NA19240_pat_hprc_r2_v1.0.1	NA19240#1#JAHEOM020000019.1:26491	NA19240#1#JAHEOM020000019.1	26491	205147	178656	5	4	+	0	contig_end	flank	95945261	4.0	44312.5	43808.0	44354.0	0.0
NA19240_pat_hprc_r2_v1.0.1	NA19240#1#JAHEOM020000021.1:26478	NA19240#1#JAHEOM020000021.1	26478	73027	46549	2	2	+	0	contig_end	contig_end	90187	1.0	44680.0	44680.0	44680.0	0.0
NA19240_pat_hprc_r2_v1.0.1	NA19240#1#JAHEOM020000022.1:26402	NA19240#1#JAHEOM020000022.1	26402	28271	1869	1	1	+	0	contig_end	contig_end	52507					
NA19240_pat_hprc_r2_v1.0.1	NA19240#1#JAHEOM020000023.1:7554	NA19240#1#JAHEOM020000023.1	7554	99282	91728	3	2	+	0	contig_end	contig_end	106122	2.0	44929.5	44926.0	44933.0	0.0
NA19240_pat_hprc_r2_v1.0.1	NA19240#1#JAHEOM020000024.1:5107	NA19240#1#JAHEOM020000024.1	5107	51770	46663	2	2	+	0	contig_end	contig_end	64407	1.0	44794.0	44794.0	44794.0	0.0
NA19240_pat_hprc_r2_v1.0.1	NA19240#1#JAHEOM020000025.1:14046	NA19240#1#JAHEOM020000025.1	14046	60842	46796	2	2	+	0	contig_end	contig_end	72032	1.0	44927.0	44927.0	44927.0	0.0
NA19240_pat_hprc_r2_v1.0.1	NA19240#1#JAHEOM020000026.1:233	NA19240#1#JAHEOM020000026.1	233	179119	178886	5	5	+	0	contig_end	contig_end	193743	4.0	44141.0	43943.0	44792.0	0.0
NA19240_pat_hprc_r2_v1.0.1	NA19240#1#JAHEOM020000027.1:42607	NA19240#1#JAHEOM020000027.1	42607	44476	1869	1	1	+	0	contig_end	contig_end	60769					
NA19240_pat_hprc_r2_v1.0.1	NA19240#1#JAHEOM020000028.1:41030	NA19240#1#JAHEOM020000028.1	41030	352618	311588	8	8	+	0	contig_end	contig_end	372192	7.0	43929.0	43874.0	44797.0	0.0
NA19240_pat_hprc_r2_v1.0.1	NA19240#1#JAHEOM020000029.1:38443	NA19240#1#JAHEOM020000029.1	38443	130156	91713	3	2	+	0	contig_end	contig_end	135646	2.0	44922.0	44921.0	44923.0	0.0
NA19240_pat_hprc_r2_v1.0.1	NA19240#1#JAHEOM020000030.1:13729	NA19240#1#JAHEOM020000030.1	13729	169744	156015	5	5	+	0	contig_end	contig_end	213282	4.0	43783.0	22790.0	43790.0	0.0
NA19240_pat_hprc_r2_v1.0.1	NA19240#1#JAHEOM020000031.1:12778	NA19240#1#JAHEOM020000031.1	12778	282657	269879	7	7	+	0	contig_end	contig_end	298467	6.0	44928.0	43341.0	44962.0	0.0
NA19240_pat_hprc_r2_v1.0.1	NA19240#1#JAHEOM020000035.1:890	NA19240#1#JAHEOM020000035.1	890	90777	89887	3	2	+	0	contig_end	contig_end	95926	2.0	44009.0	43958.0	44060.0	0.0
NA19240_pat_hprc_r2_v1.0.1	NA19240#1#JAHEOM020000036.1:32329	NA19240#1#JAHEOM020000036.1	32329	78116	45787	2	2	+	0	contig_end	contig_end	98498	1.0	43918.0	43918.0	43918.0	0.0
NA19240_pat_hprc_r2_v1.0.1	NA19240#1#JAHEOM020000045.1:3042368	NA19240#1#JAHEOM020000045.1	3042368	3663838	621470	15	14	+	0	flank+DJ	contig_end	3669919	14.0	44252.5	44230.0	44303.0	0.0
NA19240_pat_hprc_r2_v1.0.1	NA19240#1#JAHEOM020000046.1:2714713	NA19240#1#JAHEOM020000046.1	2714713	2716582	1869	1	1	+	0	flank+DJ	contig_end	2741643					
NA19240_pat_hprc_r2_v1.0.1	NA19240#1#JAHEOM020000047.1:3704846	NA19240#1#JAHEOM020000047.1	3704846	4598471	893625	21	21	+	0	flank+DJ	contig_end	4612470	20.0	44691.5	43332.0	44970.0	0.0
NA19240_pat_hprc_r2_v1.0.1	NA19240#1#JAHEOM020000049.1:4530711	NA19240#1#JAHEOM020000049.1	4530711	4668601	137890	4	4	+	0	flank+DJ	contig_end	4680346	3.0	45551.0	44877.0	45593.0	0.0
NA19240_pat_hprc_r2_v1.0.1	NA19240#1#JAHEOM020000052.1:1738261	NA19240#1#JAHEOM020000052.1	1738261	1740130	1869	1	1	+	0	flank+DJ	contig_end	1760083					
NA19240_pat_hprc_r2_v1.0.1	NA19240#1#JAHEOM020000053.1:41333	NA19240#1#JAHEOM020000053.1	41333	184349	143016	4	4	+	0	contig_end	contig_end	210898	3.0	46291.0	45540.0	49316.0	0.0
NA19240_pat_hprc_r2_v1.0.1	NA19240#1#JAHEOM020000059.1:40818	NA19240#1#JAHEOM020000059.1	40818	42687	1869	1	1	+	0	contig_end	contig_end	62199					
NA19240_pat_hprc_r2_v1.0.1	NA19240#1#JAHEOM020000062.1:24602	NA19240#1#JAHEOM020000062.1	24602	70386	45784	2	2	+	0	contig_end	contig_end	87842	1.0	43915.0	43915.0	43915.0	0.0
NA19240_pat_hprc_r2_v1.0.1	NA19240#1#JAHEOM020000063.1:29003	NA19240#1#JAHEOM020000063.1	29003	30872	1869	1	1	+	0	contig_end	contig_end	73014					
NA19240_pat_hprc_r2_v1.0.1	NA19240#1#JAHEOM020000064.1:43968	NA19240#1#JAHEOM020000064.1	43968	45837	1869	1	1	+	0	contig_end	contig_end	89659					
