assembly	array	contig	start	end	span	n_18S	n_28S	strand	mixed_strand	left	right	contig_len	n_periods	period_median	period_min	period_max	n_identical
NA18906_pat_hprc_r2_v1.0.1	NA18906#1#CM091945.1:3341250	NA18906#1#CM091945.1	3341250	3521248	179998	5	5	+	0	flank+DJ	flank	46577108	4.0	44498.5	44130.0	45002.0	0.0
NA18906_pat_hprc_r2_v1.0.1	NA18906#1#JAHEOO020000012.1:28664	NA18906#1#JAHEOO020000012.1	28664	119527	90863	3	2	+	0	contig_end	flank	92282812	2.0	44497.0	44074.0	44920.0	0.0
NA18906_pat_hprc_r2_v1.0.1	NA18906#1#JAHEOO020000020.1:23364	NA18906#1#JAHEOO020000020.1	23364	202731	179367	5	4	+	0	contig_end	flank	4968641	4.0	44559.0	43414.0	44966.0	0.0
NA18906_pat_hprc_r2_v1.0.1	NA18906#1#JAHEOO020000027.1:44156	NA18906#1#JAHEOO020000027.1	44156	225094	180938	5	5	+	0	contig_end	contig_end	262548	4.0	44931.0	44178.0	45029.0	0.0
NA18906_pat_hprc_r2_v1.0.1	NA18906#1#JAHEOO020000029.1:11237	NA18906#1#JAHEOO020000029.1	11237	192587	181350	5	5	+	0	contig_end	contig_end	200803	4.0	44870.5	44865.0	44875.0	0.0
NA18906_pat_hprc_r2_v1.0.1	NA18906#1#JAHEOO020000031.1:26143	NA18906#1#JAHEOO020000031.1	26143	430798	404655	10	10	+	0	contig_end	contig_end	464945	9.0	44831.0	44063.0	45557.0	0.0
NA18906_pat_hprc_r2_v1.0.1	NA18906#1#JAHEOO020000033.1:1236667	NA18906#1#JAHEOO020000033.1	1236667	1328307	91640	3	3	+	0	flank+DJ	contig_end	1364034	2.0	44885.5	44843.0	44928.0	0.0
NA18906_pat_hprc_r2_v1.0.1	NA18906#1#JAHEOO020000036.1:27784	NA18906#1#JAHEOO020000036.1	27784	163574	135790	4	3	+	0	contig_end	contig_end	165308	3.0	44858.0	44150.0	44913.0	0.0
NA18906_pat_hprc_r2_v1.0.1	NA18906#1#JAHEOO020000037.1:32500	NA18906#1#JAHEOO020000037.1	32500	212658	180158	5	5	+	0	contig_end	contig_end	223212	4.0	44569.0	44226.0	44925.0	0.0
NA18906_pat_hprc_r2_v1.0.1	NA18906#1#JAHEOO020000038.1:12841	NA18906#1#JAHEOO020000038.1	12841	58873	46032	2	2	+	0	contig_end	contig_end	69394	1.0	44163.0	44163.0	44163.0	0.0
NA18906_pat_hprc_r2_v1.0.1	NA18906#1#JAHEOO020000043.1:31938	NA18906#1#JAHEOO020000043.1	31938	122350	90412	3	3	+	0	contig_end	contig_end	144094	2.0	44271.5	44249.0	44294.0	0.0
NA18906_pat_hprc_r2_v1.0.1	NA18906#1#JAHEOO020000045.1:44702	NA18906#1#JAHEOO020000045.1	44702	46571	1869	1	1	+	0	contig_end	contig_end	58035					
NA18906_pat_hprc_r2_v1.0.1	NA18906#1#JAHEOO020000051.1:3318	NA18906#1#JAHEOO020000051.1	3318	50159	46841	2	2	+	0	contig_end	contig_end	71478	1.0	44972.0	44972.0	44972.0	0.0
NA18906_pat_hprc_r2_v1.0.1	NA18906#1#JAHEOO020000053.1:42503	NA18906#1#JAHEOO020000053.1	42503	133410	90907	3	2	+	0	contig_end	contig_end	136113	2.0	44519.0	44158.0	44880.0	0.0
