assembly	array	contig	start	end	span	n_18S	n_28S	strand	mixed_strand	left	right	contig_len	n_periods	period_median	period_min	period_max	n_identical
HG01150_mat_hprc_r2_v1.0.1	HG01150#2#CM088621.1:4026079	HG01150#2#CM088621.1	4026079	4209701	183622	5	4	+	0	flank+DJ	flank	98173358	4.0	45423.0	44798.0	46109.0	0.0
HG01150_mat_hprc_r2_v1.0.1	HG01150#2#CM088626.1:2914743	HG01150#2#CM088626.1	2914743	3488078	573335	14	13	+	0	flank+DJ	flank	43362740	13.0	44298.0	40515.0	45015.0	0.0
HG01150_mat_hprc_r2_v1.0.1	HG01150#2#JBHIHJ010000010.1:28588	HG01150#2#JBHIHJ010000010.1	28588	235696	207108	6	5	+	0	contig_end	flank	103430493	5.0	40473.0	39765.0	44058.0	0.0
HG01150_mat_hprc_r2_v1.0.1	HG01150#2#JBHIHJ010000016.1:43504	HG01150#2#JBHIHJ010000016.1	43504	358579	315075	8	7	+	0	contig_end	flank	24006239	7.0	44810.0	44154.0	44952.0	0.0
HG01150_mat_hprc_r2_v1.0.1	HG01150#2#JBHIHJ010000019.1:39598	HG01150#2#JBHIHJ010000019.1	39598	647159	607561	14	13	+	0	contig_end	flank	7567018	13.0	46432.0	44341.0	49233.0	0.0
HG01150_mat_hprc_r2_v1.0.1	HG01150#2#JBHIHJ010000023.1:11085	HG01150#2#JBHIHJ010000023.1	11085	189579	178494	5	5	+	0	contig_end	contig_end	220759	4.0	44142.0	44141.0	44200.0	0.0
HG01150_mat_hprc_r2_v1.0.1	HG01150#2#JBHIHJ010000039.1:2506714	HG01150#2#JBHIHJ010000039.1	2506714	2618227	111513	3	3	+	0	flank+DJ	contig_end	2639263	2.0	54822.0	49228.0	60416.0	0.0
HG01150_mat_hprc_r2_v1.0.1	HG01150#2#JBHIHJ010000041.1:4469276	HG01150#2#JBHIHJ010000041.1	4469276	4766895	297619	8	8	+	0	flank+DJ	contig_end	4796106	7.0	40484.0	39723.0	44915.0	0.0
HG01150_mat_hprc_r2_v1.0.1	HG01150#2#JBHIHJ010000042.1:3392443	HG01150#2#JBHIHJ010000042.1	3392443	3791881	399438	10	10	+	0	flank+DJ	contig_end	3800399	9.0	44177.0	44137.0	44237.0	0.0
HG01150_mat_hprc_r2_v1.0.1	HG01150#2#JBHIHJ010000045.1:31291	HG01150#2#JBHIHJ010000045.1	31291	329969	298678	7	7	+	0	contig_end	contig_end	343255	6.0	49231.0	45746.0	54136.0	0.0
HG01150_mat_hprc_r2_v1.0.1	HG01150#2#JBHIHJ010000046.1:19667	HG01150#2#JBHIHJ010000046.1	19667	64833	45166	2	2	+	0	contig_end	contig_end	90198	1.0	43297.0	43297.0	43297.0	0.0
HG01150_mat_hprc_r2_v1.0.1	HG01150#2#JBHIHJ010000048.1:30122	HG01150#2#JBHIHJ010000048.1	30122	76905	46783	2	2	+	0	contig_end	contig_end	89823	1.0	44914.0	44914.0	44914.0	0.0
HG01150_mat_hprc_r2_v1.0.1	HG01150#2#JBHIHJ010000050.1:42774	HG01150#2#JBHIHJ010000050.1	42774	44643	1869	1	1	+	0	contig_end	contig_end	59249					
HG01150_mat_hprc_r2_v1.0.1	HG01150#2#JBHIHJ010000051.1:17008	HG01150#2#JBHIHJ010000051.1	17008	178519	161511	4	4	+	0	contig_end	contig_end	193803	3.0	45092.0	45007.0	69543.0	0.0
HG01150_mat_hprc_r2_v1.0.1	HG01150#2#JBHIHJ010000054.1:5911	HG01150#2#JBHIHJ010000054.1	5911	52802	46891	2	2	+	0	contig_end	contig_end	66569	1.0	45022.0	45022.0	45022.0	0.0
