column	kind	n_pc	n	rmse_log	sd_log_robust	bias_log	sd_log	n_trios	R_midparent	spousal_r	R_lo	R_hi	dR_vs_0	dR_lo	dR_hi
truth.auto	truth	0	1259	0.004278500940249745	0.0037801595281779722	-0.0009212668443112583	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	1	1259	0.004180193310626206	0.003559859427501392	-0.0009228598936506634	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	2	1259	0.004182128996119127	0.0035357874355714624	-0.0009239802669429477	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	3	1259	0.003806222419860372	0.0034472175339003487	-0.0009216025088093568	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	4	1259	0.0037702136441650435	0.0033811125239194165	-0.0009175978287628648	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	5	1259	0.0037712400929946874	0.0033422716813706252	-0.0009156729717568544	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	6	1259	0.003776847097756328	0.003364909898366957	-0.0009156661115849418	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	7	1259	0.003775126702681296	0.00335424883930257	-0.0009159368615712476	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	8	1259	0.0037779196892730326	0.003372477677078707	-0.0009138855923631321	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	9	1259	0.003731775292791523	0.003403492470157391	-0.0009111315896540777	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	10	1259	0.0037184095415222647	0.0034217011458156864	-0.0009096941894435137	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	11	1259	0.003702185438399664	0.003366487052536961	-0.0009104742278597371	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	12	1259	0.003697487282837562	0.0034328704335626252	-0.0009129710231015378	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	13	1259	0.0037138805217223634	0.0034284492910743227	-0.0009108745444809521	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	14	1259	0.00372723658931547	0.0034131239221619316	-0.000912820903845755	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	15	1259	0.003756370068167413	0.0034520710070999744	-0.0008965521594701253	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	16	1259	0.0037433987297363393	0.0034749159645740407	-0.0009006390306481847	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	17	1259	0.003738084539221557	0.003434769275843556	-0.0009062281724118609	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	18	1259	0.003740503263933884	0.003459043426383378	-0.0009057093368337404	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	19	1259	0.0037370763641136865	0.003446543724071611	-0.000905615373837018	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	20	1259	0.0037315619187589977	0.003486716361677295	-0.0009066805072855742	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	21	1259	0.0037336943748365525	0.003502683824530024	-0.0009079744799839228	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	22	1259	0.003734809390325267	0.003495524346380349	-0.0009080721600780647	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	23	1259	0.003736890876262933	0.0035215656981313808	-0.0009075753180176515	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	24	1259	0.0037409533656904	0.0035019102983871843	-0.0009061290498935239	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	25	1259	0.003743849777011218	0.0035209283515789305	-0.0009066704459214298	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	26	1259	0.003743685663692781	0.0034959141109967055	-0.0009076310424557188	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	27	1259	0.0037461584602574666	0.0035114105630050523	-0.000906995435911182	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	28	1259	0.0037485559678387893	0.0034873420360802348	-0.0009026692199271123	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	29	1259	0.0037483271331724068	0.0035083162734693744	-0.0009024657280531762	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	30	1259	0.0037500418871683474	0.0035178147972129837	-0.0009037159521019782	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	31	1259	0.0037507468877341073	0.0034745251662677405	-0.000903059288366002	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	32	1259	0.0037483433721071033	0.003442747414518678	-0.000903543478670183	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	33	1259	0.0037511222650261165	0.0035175144856465076	-0.0009015776320054912	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.auto	truth	34	1259	0.003754713200689677	0.0035290568597259597	-0.0009022580187252065	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	0	1259	0.04327739549615059	0.01676206351038358	-0.0227438197294584	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	1	1259	0.043221716064714	0.016551200002803093	-0.022742593511156477	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	2	1259	0.04320269680258921	0.016417162327847536	-0.022742047826522945	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	3	1259	0.04321315949755605	0.016439768302261692	-0.02274036233577155	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	4	1259	0.04328021517183298	0.01637508985183461	-0.02278108174046088	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	5	1259	0.04326112623789009	0.01631732993461715	-0.02276904375411116	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	6	1259	0.04296322214162931	0.014377176996822623	-0.022747905195375947	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	7	1259	0.042609119655781715	0.011376655732856136	-0.022729341476739044	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	8	1259	0.04234866118671733	0.01138686851010921	-0.022713703189255214	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	9	1259	0.04223985879869033	0.011843394390756393	-0.022713800007043403	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	10	1259	0.042276278470835905	0.01131749986410845	-0.02274640632191439	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	11	1259	0.04228325624405094	0.011410717265831946	-0.02275884356800967	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	12	1259	0.042353957729820174	0.011296629371671774	-0.02279315942774263	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	13	1259	0.04235552226256566	0.011292245926726568	-0.02277292890141144	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	14	1259	0.04237922206876554	0.011425863685401608	-0.02277660917426818	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	15	1259	0.04239764070559558	0.011441387245329834	-0.02276992810057611	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	16	1259	0.0424496010573793	0.0114915427784793	-0.022794722535644754	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	17	1259	0.042429922453135635	0.011730778558993809	-0.022771697579723502	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	18	1259	0.042460871091439964	0.011888191968317127	-0.022787935148212264	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	19	1259	0.04242532922178562	0.011899739432087532	-0.022759056782467126	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	20	1259	0.04244768717324001	0.011770817137648479	-0.0227642523848968	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	21	1259	0.04246211428974769	0.011967887018678527	-0.022758553627055547	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	22	1259	0.04248043565411595	0.012098142032205392	-0.02275089623417513	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	23	1259	0.04249420135157006	0.012185995323596478	-0.022727137750103748	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	24	1259	0.042556303033295044	0.012241568452781066	-0.022750583074906777	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	25	1259	0.04256404327443405	0.01210700765339239	-0.022743863910083973	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	26	1259	0.04256986492735162	0.01264132441125905	-0.02277734456834076	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	27	1259	0.04257420185500796	0.01258307813147917	-0.02277278399282298	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	28	1259	0.042579012192064676	0.01272715710998688	-0.0227630678820075	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	29	1259	0.042612481528310854	0.012578514851629087	-0.022778784478818016	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	30	1259	0.042617955068972715	0.012415443283713435	-0.022796831982354646	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	31	1259	0.04263187372220395	0.01259526408985698	-0.02279134941052725	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	32	1259	0.04266059148964572	0.01253452853078665	-0.02276796385985076	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	33	1259	0.04269224938068333	0.012546313088282433	-0.02276128033724678	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrX	truth	34	1259	0.042741006112856784	0.012579589267058535	-0.02274821227742965	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	0	610	0.06796401726340907	0.010009521962191873	-0.027544875916844715	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	1	610	0.06814726817448774	0.010225227222435225	-0.027473027908365533	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	2	610	0.06892126243413174	0.010748703410644947	-0.027606218792559506	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	3	610	0.06879528089913985	0.0120636904159469	-0.02757267450338164	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	4	610	0.06887483824857663	0.012044984503765916	-0.02754578983906927	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	5	610	0.06879871227150923	0.011722514039037601	-0.02753154049020402	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	6	610	0.0685936879283837	0.013051738499950848	-0.027502195460814418	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	7	610	0.06863229389889662	0.013365324339787273	-0.027459106924637443	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	8	610	0.06891935297249026	0.014389525489166414	-0.02747462945759326	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	9	610	0.06980898481404377	0.014568420919929612	-0.027794390615830587	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	10	610	0.06964662667308155	0.014697659025319488	-0.027747405241029546	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	11	610	0.06973861015521833	0.015152881090713314	-0.02769635984837371	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	12	610	0.06970500090331086	0.01545463270920416	-0.027722232167864052	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	13	610	0.06948978652951911	0.014793493506484049	-0.027645356924259883	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	14	610	0.06947396186877045	0.014446607161959257	-0.027629059694585928	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	15	610	0.06960309595220684	0.014751277322928164	-0.027658421912428243	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	16	610	0.06998735117459996	0.015633105861382803	-0.027817888321335842	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	17	610	0.07007388016212761	0.015420838538512695	-0.02780021871368893	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	18	610	0.07011855084411488	0.015172670065291412	-0.02780372291979296	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	19	610	0.07014183402180557	0.015548320938052626	-0.027796970804685316	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	20	610	0.0703847424686263	0.015246321242596804	-0.027801450455043855	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	21	610	0.07047909505844711	0.015370468997371618	-0.02779315156142757	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	22	610	0.070527729573859	0.015383438215573503	-0.027802104703988327	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	23	610	0.07062229276292263	0.01567811486344519	-0.027836121695488943	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	24	610	0.07065899089041122	0.01647925143382507	-0.02788595257776027	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	25	610	0.07072363750235892	0.016494913637671086	-0.02796332964871112	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	26	610	0.07073603559087563	0.01671021449789967	-0.027962470304757635	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	27	610	0.07084582872824591	0.016330495232336636	-0.028007353460675368	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	28	610	0.07078492047394498	0.01613627967825063	-0.028058406154135858	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	29	610	0.07087873237560341	0.016369043092472894	-0.028114585643539258	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	30	610	0.07108660210658053	0.016730032234616762	-0.02811633623398493	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	31	610	0.07115387567633012	0.01667574236837977	-0.02809924798223765	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	32	610	0.07097705247254474	0.018147896632640118	-0.028081526158065733	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	33	610	0.07093980203715623	0.018824155404143884	-0.028073791533924877	NA	NA	NA	NA	NA	NA	NA	NA	NA
truth.chrY	truth	34	610	0.07094165458869568	0.019266987316518595	-0.028120551425143726	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	0	1259	0.048921303958158316	0.018303936190140792	-0.03376928223072989	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	1	1259	0.04847573856806671	0.016958548498374533	-0.03376869772800296	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	2	1259	0.04747925298504159	0.0147258962831575	-0.03377285905458095	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	3	1259	0.04745449352188705	0.01455913994641222	-0.033762936513438646	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	4	1259	0.04735543084771168	0.014412679070587428	-0.03374529809538931	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	5	1259	0.0472726892335959	0.013748218019404151	-0.03376393636048798	NA	NA	NA	NA	NA	NA	NA	NA	NA
