assembly_name	contig	chrom	level	length	chain_strand	chain_aligned_bp	grch38_min	grch38_max	rdna_bp	rdna_side	parm_end	orientation_source	orientation_conflict	taken	seg_start	seg_end
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#CM089704.1	chr15	chromosome	94585889	+	79368995	19782761.0	101981153.0	190376	start	start	chain	False	True	0	12000000
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000018.1	chr22	random	5745131		0			0		start	default	False	True	0	5745131
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000019.1	chr13	random	909586		0			0		start	default	False	True	0	909586
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000029.1	chr21	random	323119		0			314297	start	start	censat_rdna	False	True	0	323119
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000036.1	chr15	random	54502		0			0		start	default	False	True	0	54502
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000043.1	chr13	random	103374669	+	95450571	18408131.0	114354320.0	52987	start	start	chain	False	True	0	12000000
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000045.1	chr21	random	35684097	+	33592450	10324341.0	46699042.0	0		start	chain	False	True	0	12000000
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000050.1	chr14	random	98641615	+	87992359	19122915.0	106883718.0	60481	start	start	chain	False	True	0	12000000
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000052.1	chr22	random	45292170	+	34738887	10510000.0	50808465.0	237241	start	start	chain	False	True	0	12000000
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000054.1	chr14	random	2878226		0			7460	end	end	censat_rdna	False	True	0	2878226
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000056.1	chr13	random	4212034		0			587106	start	start	censat_rdna	False	True	0	4212034
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000067.1	chr21	random	78707	+	8708	8452543.0	8465834.0	55854	start	start	chain	False	True	0	78707
NA20870_hap1_hprc_r2_v1.0.1	NA20870#1#JBHIJK010000073.1	chr15	random	51217		0			0		start	default	False	True	0	51217
