assembly_name	contig	chrom	level	length	chain_strand	chain_aligned_bp	grch38_min	grch38_max	rdna_bp	rdna_side	parm_end	orientation_source	orientation_conflict	taken	seg_start	seg_end
HG02135_pat_hprc_r2_v1.0.1	HG02135#1#CM088317.1	chr21	chromosome	42834233	+	34219165	9527143.0	46699939.0	138025	start	start	chain	False	True	0.0	12000000.0
HG02135_pat_hprc_r2_v1.0.1	HG02135#1#JBHIGM010000001.1	chr15	random	92849166	+	80623227	19782761.0	101981174.0	148538	start	start	chain	False	True	0.0	12000000.0
HG02135_pat_hprc_r2_v1.0.1	HG02135#1#JBHIGM010000011.1	chr14	random	91124317	+	87470611	19170578.0	106883718.0	0		start	chain	False	True	0.0	12000000.0
HG02135_pat_hprc_r2_v1.0.1	HG02135#1#JBHIGM010000013.1	chr13	random	164946		0			0		start	default	False	True	0.0	164946.0
HG02135_pat_hprc_r2_v1.0.1	HG02135#1#JBHIGM010000015.1	chr22	random	46035004	+	34836547	10510000.0	50808468.0	194489	start	start	chain	False	True	0.0	12000000.0
HG02135_pat_hprc_r2_v1.0.1	HG02135#1#JBHIGM010000032.1	chr14	random	566443		0			0		start	default	False	True	0.0	566443.0
HG02135_pat_hprc_r2_v1.0.1	HG02135#1#JBHIGM010000047.1	chr14	random	344245		0			319473	start	start	censat_rdna	False	True	0.0	344245.0
HG02135_pat_hprc_r2_v1.0.1	HG02135#1#JBHIGM010000052.1	chr14	random	451248		0			446976	end	end	censat_rdna	False	True	0.0	451248.0
HG02135_pat_hprc_r2_v1.0.1	HG02135#1#JBHIGM010000054.1	chr22	random	147508		0			97160	start	start	censat_rdna	False	True	0.0	147508.0
HG02135_pat_hprc_r2_v1.0.1	HG02135#1#JBHIGM010000055.1	chr13	random	797694		0			0		start	default	False	True	0.0	797694.0
HG02135_pat_hprc_r2_v1.0.1	HG02135#1#JBHIGM010000059.1	chr13	random	86252		0			0		start	default	False	True	0.0	86252.0
HG02135_pat_hprc_r2_v1.0.1	HG02135#1#JBHIGM010000071.1	chr22	random	68698		0			53100	end	end	censat_rdna	False	True	0.0	68698.0
HG02135_pat_hprc_r2_v1.0.1	HG02135#1#JBHIGM010000080.1	chr22	random	80617		0			52410	start	start	censat_rdna	False	True	0.0	80617.0
HG02135_pat_hprc_r2_v1.0.1	HG02135#1#JBHIGM010000088.1	chr13	random	97340598	+	95494529	18408131.0	114354320.0	0		start	chain	False	True	0.0	12000000.0
HG02135_pat_hprc_r2_v1.0.1	HG02135#1#JBHIGM010000106.1	chr21	random	5585834		0			458955	start	start	censat_rdna	False	True	0.0	5585834.0
HG02135_pat_hprc_r2_v1.0.1	HG02135#1#JBHIGM010000113.1	chr14	random	6703444		0			147668	start	start	censat_rdna	False	True	0.0	6703444.0
HG02135_pat_hprc_r2_v1.0.1	HG02135#1#JBHIGM010000121.1	chr13	random	314731		0			0		start	default	False	True	0.0	314731.0
HG02135_pat_hprc_r2_v1.0.1	HG02135#1#JBHIGM010000123.1	chr14	random	452952		0			412151	end	end	censat_rdna	False	True	0.0	452952.0
HG02135_pat_hprc_r2_v1.0.1	HG02135#1#JBHIGM010000129.1	chr13	random	204436		0			183809	start	start	censat_rdna	False	True	0.0	204436.0
HG02135_pat_hprc_r2_v1.0.1	HG02135#1#JBHIGM010000132.1	chr13	random	542214		0			0		start	default	False	True	0.0	542214.0
HG02135_pat_hprc_r2_v1.0.1	HG02135#1#JBHIGM010000144.1	chr21	random	147692		0			136990	end	end	censat_rdna	False	True	0.0	147692.0
HG02135_pat_hprc_r2_v1.0.1	HG02135#1#JBHIGM010000161.1	chr13	random	292363		0			223646	start	start	censat_rdna	False	True	0.0	292363.0
HG02135_pat_hprc_r2_v1.0.1	HG02135#1#JBHIGM010000172.1	chr14	random	104486		0			57442	end	end	censat_rdna	False	True	0.0	104486.0
HG02135_pat_hprc_r2_v1.0.1	HG02135#1#JBHIGM010000173.1	chr14	random	51189	+	28916	105906905.0	105935838.0	0		start	chain	False	False		
